school,department_name,harvard_equivalent,funding_type,year,funding_amount
Harvard,BIOLOGICAL CHEMISTRY AND MOLECULAR PHARMACOLOGY,BCMP,nih,2018,13289960
Harvard,BIOLOGICAL CHEMISTRY AND MOLECULAR PHARMACOLOGY,BCMP,nih,2017,17933233
Harvard,BIOLOGICAL CHEMISTRY AND MOLECULAR PHARMACOLOGY,BCMP,nih,2016,16577934
Hawaii-Burns,ANATOMY BIOCHEM AND PHYSIOLOGY,BCMP,nih,2020,2027021
Hawaii-Burns,ANATOMY BIOCHEM AND PHYSIOLOGY,BCMP,nih,2019,2068854
Hawaii-Burns,ANATOMY BIOCHEM AND PHYSIOLOGY,BCMP,nih,2018,3293420
Hawaii-Burns,ANATOMY BIOCHEM AND PHYSIOLOGY,BCMP,nih,2017,2262070
Hawaii-Burns,ANATOMY BIOCHEM AND PHYSIOLOGY,BCMP,nih,2016,2527036
Howard,BIOCHEM AND MOLECULAR BIOLOGY,BCMP,nih,2020,4789081
Howard,BIOCHEM AND MOLECULAR BIOLOGY,BCMP,nih,2019,4068863
Howard,BIOCHEM AND MOLECULAR BIOLOGY,BCMP,nih,2018,1946502
Howard,BIOCHEM AND MOLECULAR BIOLOGY,BCMP,nih,2017,2281846
Howard,BIOCHEM AND MOLECULAR BIOLOGY,BCMP,nih,2016,2936484
Howard,PHARMACOLOGY,BCMP,nih,2020,0
Howard,PHARMACOLOGY,BCMP,nih,2019,0
Howard,PHARMACOLOGY,BCMP,nih,2018,0
Howard,PHARMACOLOGY,BCMP,nih,2017,0
Howard,PHARMACOLOGY,BCMP,nih,2016,355765
Howard,PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2020,380978
Howard,PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2019,50016
Howard,PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2018,36594
Howard,PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2017,111344
Howard,PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2016,148589
Illinois,BIOCHEMISTRY,BCMP,nih,2020,2026748
Illinois,BIOCHEMISTRY,BCMP,nih,2019,377748
Illinois,BIOCHEMISTRY,BCMP,nih,2018,377748
Illinois,BIOCHEMISTRY,BCMP,nih,2017,377748
Illinois,BIOCHEMISTRY,BCMP,nih,2016,0
Illinois,PHARMACOLOGY,BCMP,nih,2020,11491484
Illinois,PHARMACOLOGY,BCMP,nih,2019,13157273
Illinois,PHARMACOLOGY,BCMP,nih,2018,12356988
Illinois,PHARMACOLOGY,BCMP,nih,2017,14639837
Illinois,PHARMACOLOGY,BCMP,nih,2016,13655621
Indiana,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2020,10496212
Indiana,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2019,6583120
Indiana,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2018,7523984
Indiana,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2017,4438701
Indiana,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2016,3777873
Indiana,PHARMACOLOGY AND TOXICOLOGY,BCMP,nih,2020,5305437
Indiana,PHARMACOLOGY AND TOXICOLOGY,BCMP,nih,2019,6386793
Indiana,PHARMACOLOGY AND TOXICOLOGY,BCMP,nih,2018,5176083
Indiana,PHARMACOLOGY AND TOXICOLOGY,BCMP,nih,2017,4470297
Indiana,PHARMACOLOGY AND TOXICOLOGY,BCMP,nih,2016,3865010
Iowa-Carver,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2020,4969193
Iowa-Carver,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2019,4779245
Iowa-Carver,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2018,4526899
Iowa-Carver,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2017,4099845
Iowa-Carver,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2016,3611797
Iowa-Carver,MOLECULAR PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2020,9436442
Iowa-Carver,MOLECULAR PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2019,11275455
Iowa-Carver,MOLECULAR PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2018,7616363
Iowa-Carver,MOLECULAR PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2017,6230212
Iowa-Carver,MOLECULAR PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2016,5664455
Iowa-Carver,NEUROSCIENCE AND PHARMACOLOGY,Nb;BCMP,nih,2020,7511704
Iowa-Carver,NEUROSCIENCE AND PHARMACOLOGY,Nb;BCMP,nih,2019,4188543
Iowa-Carver,NEUROSCIENCE AND PHARMACOLOGY,Nb;BCMP,nih,2018,6487064
Iowa-Carver,NEUROSCIENCE AND PHARMACOLOGY,Nb;BCMP,nih,2017,6491451
Iowa-Carver,NEUROSCIENCE AND PHARMACOLOGY,Nb;BCMP,nih,2016,5574605
Jefferson-Kimmel,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2020,11242672
Jefferson-Kimmel,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2019,8583040
Jefferson-Kimmel,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2018,6517341
Jefferson-Kimmel,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2017,4725467
Jefferson-Kimmel,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2016,3962643
Jefferson-Kimmel,MOLECULAR PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2020,0
Jefferson-Kimmel,MOLECULAR PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2019,0
Jefferson-Kimmel,MOLECULAR PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2018,0
Jefferson-Kimmel,MOLECULAR PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2017,0
Jefferson-Kimmel,MOLECULAR PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2016,620100
Jefferson-Kimmel,PHARMACOLOGY AND EXPERIMENTAL THERAPEUTICS,BCMP,nih,2020,2064471
Jefferson-Kimmel,PHARMACOLOGY AND EXPERIMENTAL THERAPEUTICS,BCMP,nih,2019,1106585
Jefferson-Kimmel,PHARMACOLOGY AND EXPERIMENTAL THERAPEUTICS,BCMP,nih,2018,805136
Jefferson-Kimmel,PHARMACOLOGY AND EXPERIMENTAL THERAPEUTICS,BCMP,nih,2017,728820
Jefferson-Kimmel,PHARMACOLOGY AND EXPERIMENTAL THERAPEUTICS,BCMP,nih,2016,880712
Johns Hopkins,BIOLOGICAL CHEMISTRY,BCMP,nih,2020,5069126
Johns Hopkins,BIOLOGICAL CHEMISTRY,BCMP,nih,2019,3967353
Johns Hopkins,BIOLOGICAL CHEMISTRY,BCMP,nih,2018,4648204
Johns Hopkins,BIOLOGICAL CHEMISTRY,BCMP,nih,2017,5461883
Johns Hopkins,BIOLOGICAL CHEMISTRY,BCMP,nih,2016,6406475
Johns Hopkins,BIOPHYSICS AND BIOPHYSICAL CHEMISTRY,BCMP,nih,2020,3668496
Johns Hopkins,BIOPHYSICS AND BIOPHYSICAL CHEMISTRY,BCMP,nih,2019,3407141
Johns Hopkins,BIOPHYSICS AND BIOPHYSICAL CHEMISTRY,BCMP,nih,2018,3105610
Johns Hopkins,BIOPHYSICS AND BIOPHYSICAL CHEMISTRY,BCMP,nih,2017,3034896
Johns Hopkins,BIOPHYSICS AND BIOPHYSICAL CHEMISTRY,BCMP,nih,2016,2843292
Johns Hopkins,PHARMACOLOGY AND MOLECULAR SCIENCES,BCMP,nih,2020,7791118
Johns Hopkins,PHARMACOLOGY AND MOLECULAR SCIENCES,BCMP,nih,2019,5330803
Johns Hopkins,PHARMACOLOGY AND MOLECULAR SCIENCES,BCMP,nih,2018,4287518
Johns Hopkins,PHARMACOLOGY AND MOLECULAR SCIENCES,BCMP,nih,2017,8462151
Johns Hopkins,PHARMACOLOGY AND MOLECULAR SCIENCES,BCMP,nih,2016,6965052
Kansas,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2020,3768286
Kansas,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2019,3479725
Kansas,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2018,2534226
Kansas,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2017,2232773
Kansas,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2016,2620713
Kentucky,MOLECULAR AND CELLULAR BIOCHEMISTRY,BCMP,nih,2020,12361912
Kentucky,MOLECULAR AND CELLULAR BIOCHEMISTRY,BCMP,nih,2019,8572580
Kentucky,MOLECULAR AND CELLULAR BIOCHEMISTRY,BCMP,nih,2018,10493391
Kentucky,MOLECULAR AND CELLULAR BIOCHEMISTRY,BCMP,nih,2017,10907029
Kentucky,MOLECULAR AND CELLULAR BIOCHEMISTRY,BCMP,nih,2016,7978663
Kentucky,PHARMACOLOGY AND NUTRITIONAL SCIENCES,BCMP,nih,2020,36613844
Kentucky,PHARMACOLOGY AND NUTRITIONAL SCIENCES,BCMP,nih,2019,41198636
Kentucky,PHARMACOLOGY AND NUTRITIONAL SCIENCES,BCMP,nih,2018,11592847
Kentucky,PHARMACOLOGY AND NUTRITIONAL SCIENCES,BCMP,nih,2017,6275506
Kentucky,PHARMACOLOGY AND NUTRITIONAL SCIENCES,BCMP,nih,2016,3394088
Loma Linda,BASIC SCIENCES,BCMP;Mb;Gn,nih,2020,3848262
Loma Linda,BASIC SCIENCES,BCMP;Mb;Gn,nih,2019,3711847
Loma Linda,BASIC SCIENCES,BCMP;Mb;Gn,nih,2018,6017097
Loma Linda,BASIC SCIENCES,BCMP;Mb;Gn,nih,2017,5660765
Loma Linda,BASIC SCIENCES,BCMP;Mb;Gn,nih,2016,6228626
Louisville,BIOCHEMISTRY AND MOLECULAR GENETICS,BCMP;Gn,nih,2020,1614273
Louisville,BIOCHEMISTRY AND MOLECULAR GENETICS,BCMP;Gn,nih,2019,1812810
Louisville,BIOCHEMISTRY AND MOLECULAR GENETICS,BCMP;Gn,nih,2018,1553764
Louisville,BIOCHEMISTRY AND MOLECULAR GENETICS,BCMP;Gn,nih,2017,104478
Louisville,BIOCHEMISTRY AND MOLECULAR GENETICS,BCMP;Gn,nih,2016,844876
Louisville,PHARMACOLOGY AND TOXICOLOGY,BCMP,nih,2020,4796323
Louisville,PHARMACOLOGY AND TOXICOLOGY,BCMP,nih,2019,2123280
Louisville,PHARMACOLOGY AND TOXICOLOGY,BCMP,nih,2018,4534616
Louisville,PHARMACOLOGY AND TOXICOLOGY,BCMP,nih,2017,4979833
Louisville,PHARMACOLOGY AND TOXICOLOGY,BCMP,nih,2016,6204185
Loyola Stritch,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2020,0
Loyola Stritch,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2019,0
Loyola Stritch,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2018,0
Loyola Stritch,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2017,0
Loyola Stritch,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2016,0
Loyola Stritch,CELL AND MOLECULAR PHYSIOLOGY,BCMP;CB,nih,2020,3074307
Loyola Stritch,CELL AND MOLECULAR PHYSIOLOGY,BCMP;CB,nih,2019,3404645
Loyola Stritch,CELL AND MOLECULAR PHYSIOLOGY,BCMP;CB,nih,2018,2419150
Loyola Stritch,CELL AND MOLECULAR PHYSIOLOGY,BCMP;CB,nih,2017,1624069
Loyola Stritch,CELL AND MOLECULAR PHYSIOLOGY,BCMP;CB,nih,2016,2066703
Loyola Stritch,MOLECULAR PHARMACOLOGY AND THERAPEUTICS,BCMP;Nb,nih,2020,360882
Loyola Stritch,MOLECULAR PHARMACOLOGY AND THERAPEUTICS,BCMP;Nb,nih,2019,0
Loyola Stritch,MOLECULAR PHARMACOLOGY AND THERAPEUTICS,BCMP;Nb,nih,2018,339750
Loyola Stritch,MOLECULAR PHARMACOLOGY AND THERAPEUTICS,BCMP;Nb,nih,2017,339750
Loyola Stritch,MOLECULAR PHARMACOLOGY AND THERAPEUTICS,BCMP;Nb,nih,2016,688730
LSU New Orleans,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2020,968492
LSU New Orleans,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2019,0
LSU New Orleans,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2018,0
LSU New Orleans,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2017,365000
LSU New Orleans,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2016,365000
LSU New Orleans,PHARMACOLOGY AND EXPERIMENTAL THERAPEUTICS,BCMP,nih,2020,1003826
LSU New Orleans,PHARMACOLOGY AND EXPERIMENTAL THERAPEUTICS,BCMP,nih,2019,1403390
LSU New Orleans,PHARMACOLOGY AND EXPERIMENTAL THERAPEUTICS,BCMP,nih,2018,2428504
LSU New Orleans,PHARMACOLOGY AND EXPERIMENTAL THERAPEUTICS,BCMP,nih,2017,2934722
LSU New Orleans,PHARMACOLOGY AND EXPERIMENTAL THERAPEUTICS,BCMP,nih,2016,2567216
LSU Shreveport,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2020,651688
LSU Shreveport,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2019,1181311
LSU Shreveport,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2018,839188
LSU Shreveport,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2017,72500
LSU Shreveport,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2016,0
LSU Shreveport,MOLECULAR AND CELLULAR PHYSIOLOGY,BCMP;CB,nih,2020,1708832
LSU Shreveport,MOLECULAR AND CELLULAR PHYSIOLOGY,BCMP;CB,nih,2019,1640665
LSU Shreveport,MOLECULAR AND CELLULAR PHYSIOLOGY,BCMP;CB,nih,2018,725000
LSU Shreveport,MOLECULAR AND CELLULAR PHYSIOLOGY,BCMP;CB,nih,2017,725000
LSU Shreveport,MOLECULAR AND CELLULAR PHYSIOLOGY,BCMP;CB,nih,2016,362500
Maryland,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2020,6486126
Maryland,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2019,7079289
Maryland,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2018,6557270
Maryland,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2017,6169271
Maryland,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2016,5688939
Maryland,PHARMACOLOGY,BCMP,nih,2020,4252812
Maryland,PHARMACOLOGY,BCMP,nih,2019,5988795
Maryland,PHARMACOLOGY,BCMP,nih,2018,4474756
Maryland,PHARMACOLOGY,BCMP,nih,2017,3150896
Maryland,PHARMACOLOGY,BCMP,nih,2016,2272421
Massachusetts,BIOCHEMISTRY AND MOLECULAR PHARMACOLOGY,BCMP,nih,2020,10699194
Massachusetts,BIOCHEMISTRY AND MOLECULAR PHARMACOLOGY,BCMP,nih,2019,9538630
Massachusetts,BIOCHEMISTRY AND MOLECULAR PHARMACOLOGY,BCMP,nih,2018,12509255
Massachusetts,BIOCHEMISTRY AND MOLECULAR PHARMACOLOGY,BCMP,nih,2017,12435629
Massachusetts,BIOCHEMISTRY AND MOLECULAR PHARMACOLOGY,BCMP,nih,2016,13856971
Mayo-Alix,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2020,0
Mayo-Alix,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2019,0
Mayo-Alix,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2018,0
Mayo-Alix,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2017,0
Mayo-Alix,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2016,0
Mayo-Alix,MOLECULAR PHARMACOLOGY AND EXPERIMENTAL THERAPEUTICS,BCMP,nih,2020,0
Mayo-Alix,MOLECULAR PHARMACOLOGY AND EXPERIMENTAL THERAPEUTICS,BCMP,nih,2019,0
Mayo-Alix,MOLECULAR PHARMACOLOGY AND EXPERIMENTAL THERAPEUTICS,BCMP,nih,2018,0
Mayo-Alix,MOLECULAR PHARMACOLOGY AND EXPERIMENTAL THERAPEUTICS,BCMP,nih,2017,0
Mayo-Alix,MOLECULAR PHARMACOLOGY AND EXPERIMENTAL THERAPEUTICS,BCMP,nih,2016,0
MC Georgia Augusta,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2020,2943274
MC Georgia Augusta,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2019,2727434
MC Georgia Augusta,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2018,3237334
MC Georgia Augusta,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2017,3475816
MC Georgia Augusta,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2016,0
MC Wisconsin,BIOCHEMISTRY,BCMP,nih,2020,4319526
MC Wisconsin,BIOCHEMISTRY,BCMP,nih,2019,7704161
MC Wisconsin,BIOCHEMISTRY,BCMP,nih,2018,5537537
MC Wisconsin,BIOCHEMISTRY,BCMP,nih,2017,4832682
MC Wisconsin,BIOCHEMISTRY,BCMP,nih,2016,5070132
MC Wisconsin,BIOPHYSICS,BCMP,nih,2020,1591017
MC Wisconsin,BIOPHYSICS,BCMP,nih,2019,2812378
MC Wisconsin,BIOPHYSICS,BCMP,nih,2018,683069
MC Wisconsin,BIOPHYSICS,BCMP,nih,2017,2250960
MC Wisconsin,BIOPHYSICS,BCMP,nih,2016,7542882
MC Wisconsin,PHARMACOLOGY AND TOXICOLOGY,BCMP,nih,2020,5897095
MC Wisconsin,PHARMACOLOGY AND TOXICOLOGY,BCMP,nih,2019,6540115
MC Wisconsin,PHARMACOLOGY AND TOXICOLOGY,BCMP,nih,2018,4711478
MC Wisconsin,PHARMACOLOGY AND TOXICOLOGY,BCMP,nih,2017,4299358
MC Wisconsin,PHARMACOLOGY AND TOXICOLOGY,BCMP,nih,2016,2485507
Meharry,BIOCHEMISTRY AND CANCER BIOLOGY,BCMP;Nb,nih,2020,1623627
Meharry,BIOCHEMISTRY AND CANCER BIOLOGY,BCMP;Nb,nih,2019,2176539
Meharry,BIOCHEMISTRY AND CANCER BIOLOGY,BCMP;Nb,nih,2018,5864961
Meharry,BIOCHEMISTRY AND CANCER BIOLOGY,BCMP;Nb,nih,2017,5456984
Meharry,BIOCHEMISTRY AND CANCER BIOLOGY,BCMP;Nb,nih,2016,5889685
Miami-Miller,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2020,4708806
Miami-Miller,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2019,6924686
Miami-Miller,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2018,4513682
Miami-Miller,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2017,4665990
Miami-Miller,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2016,4740762
Miami-Miller,MOLECULAR AND CELLULAR PHARMACOLOGY,BCMP;CB,nih,2020,4600897
Miami-Miller,MOLECULAR AND CELLULAR PHARMACOLOGY,BCMP;CB,nih,2019,4022253
Miami-Miller,MOLECULAR AND CELLULAR PHARMACOLOGY,BCMP;CB,nih,2018,3061222
Miami-Miller,MOLECULAR AND CELLULAR PHARMACOLOGY,BCMP;CB,nih,2017,3158011
Miami-Miller,MOLECULAR AND CELLULAR PHARMACOLOGY,BCMP;CB,nih,2016,2372780
Miami-Miller,PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2020,3022294
Miami-Miller,PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2019,2323712
Miami-Miller,PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2018,2470008
Miami-Miller,PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2017,1966721
Miami-Miller,PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2016,1878338
Michigan,BIOLOGICAL CHEMISTRY,BCMP,nih,2020,7613449
Michigan,BIOLOGICAL CHEMISTRY,BCMP,nih,2019,9903693
Michigan,BIOLOGICAL CHEMISTRY,BCMP,nih,2018,11283668
Michigan,BIOLOGICAL CHEMISTRY,BCMP,nih,2017,6788265
Michigan,BIOLOGICAL CHEMISTRY,BCMP,nih,2016,7621359
Michigan,MOLECULAR AND INTEGRATIVE PHYSIOLOGY,BCMP,nih,2020,23675463
Michigan,MOLECULAR AND INTEGRATIVE PHYSIOLOGY,BCMP,nih,2019,22293124
Michigan,MOLECULAR AND INTEGRATIVE PHYSIOLOGY,BCMP,nih,2018,23424736
Michigan,MOLECULAR AND INTEGRATIVE PHYSIOLOGY,BCMP,nih,2017,22492282
Michigan,MOLECULAR AND INTEGRATIVE PHYSIOLOGY,BCMP,nih,2016,18808354
Michigan,PHARMACOLOGY,BCMP,nih,2020,13823949
Michigan,PHARMACOLOGY,BCMP,nih,2019,10002483
Michigan,PHARMACOLOGY,BCMP,nih,2018,9044248
Michigan,PHARMACOLOGY,BCMP,nih,2017,9401085
Michigan,PHARMACOLOGY,BCMP,nih,2016,8170244
Michigan State,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2020,499670
Michigan State,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2019,486560
Michigan State,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2018,547525
Michigan State,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2017,346368
Michigan State,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2016,375273
Michigan State,PHARMACOLOGY AND TOXICOLOGY,BCMP,nih,2020,1767231
Michigan State,PHARMACOLOGY AND TOXICOLOGY,BCMP,nih,2019,1508150
Michigan State,PHARMACOLOGY AND TOXICOLOGY,BCMP,nih,2018,1051019
Michigan State,PHARMACOLOGY AND TOXICOLOGY,BCMP,nih,2017,1605641
Michigan State,PHARMACOLOGY AND TOXICOLOGY,BCMP,nih,2016,1727963
Minnesota,BIOCHEMISTRY MOLECULAR BIOLOGY AND BIOPHYSICS,BCMP,nih,2020,20433091
Minnesota,BIOCHEMISTRY MOLECULAR BIOLOGY AND BIOPHYSICS,BCMP,nih,2019,18179849
Minnesota,BIOCHEMISTRY MOLECULAR BIOLOGY AND BIOPHYSICS,BCMP,nih,2018,16604868
Minnesota,BIOCHEMISTRY MOLECULAR BIOLOGY AND BIOPHYSICS,BCMP,nih,2017,16032469
Minnesota,BIOCHEMISTRY MOLECULAR BIOLOGY AND BIOPHYSICS,BCMP,nih,2016,16188527
Minnesota,PHARMACOLOGY,BCMP,nih,2020,9119696
Minnesota,PHARMACOLOGY,BCMP,nih,2019,6548449
Minnesota,PHARMACOLOGY,BCMP,nih,2018,5020893
Minnesota,PHARMACOLOGY,BCMP,nih,2017,5485853
Minnesota,PHARMACOLOGY,BCMP,nih,2016,5257189
Mississippi,CELL AND MOLECULAR BIOLOGY,CB;BCMP,nih,2020,0
Mississippi,CELL AND MOLECULAR BIOLOGY,CB;BCMP,nih,2019,193750
Mississippi,CELL AND MOLECULAR BIOLOGY,CB;BCMP,nih,2018,193750
Mississippi,CELL AND MOLECULAR BIOLOGY,CB;BCMP,nih,2017,0
Mississippi,CELL AND MOLECULAR BIOLOGY,CB;BCMP,nih,2016,0
Mississippi,PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2020,13827389
Mississippi,PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2019,11679168
Mississippi,PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2018,16388565
Mississippi,PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2017,14662081
Mississippi,PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2016,10598275
Missouri Columbia,BIOCHEMISTRY,BCMP,nih,2020,4149875
Missouri Columbia,BIOCHEMISTRY,BCMP,nih,2019,4580465
Missouri Columbia,BIOCHEMISTRY,BCMP,nih,2018,5271105
Missouri Columbia,BIOCHEMISTRY,BCMP,nih,2017,3154108
Missouri Columbia,BIOCHEMISTRY,BCMP,nih,2016,3015115
Missouri Columbia,MEDICAL PHARMACOLOGY AND PHYSIOLOGY,BCMP,nih,2020,2778610
Missouri Columbia,MEDICAL PHARMACOLOGY AND PHYSIOLOGY,BCMP,nih,2019,2378483
Missouri Columbia,MEDICAL PHARMACOLOGY AND PHYSIOLOGY,BCMP,nih,2018,3681578
Missouri Columbia,MEDICAL PHARMACOLOGY AND PHYSIOLOGY,BCMP,nih,2017,3857334
Missouri Columbia,MEDICAL PHARMACOLOGY AND PHYSIOLOGY,BCMP,nih,2016,3883214
Morehouse,MICROBIOLOGY BIOCHEM AND IMMUNOLOGY,Mb;Imm;BCMP,nih,2020,4913466
Morehouse,MICROBIOLOGY BIOCHEM AND IMMUNOLOGY,Mb;Imm;BCMP,nih,2019,5273170
Morehouse,MICROBIOLOGY BIOCHEM AND IMMUNOLOGY,Mb;Imm;BCMP,nih,2018,5790901
Morehouse,MICROBIOLOGY BIOCHEM AND IMMUNOLOGY,Mb;Imm;BCMP,nih,2017,0
Morehouse,MICROBIOLOGY BIOCHEM AND IMMUNOLOGY,Mb;Imm;BCMP,nih,2016,0
Mount Sinai-Icahn,PATHOLOGY,BCMP;CB,nih,2020,2017883
Mount Sinai-Icahn,PATHOLOGY,BCMP;CB,nih,2019,3878015
Mount Sinai-Icahn,PATHOLOGY,BCMP;CB,nih,2018,1927725
Mount Sinai-Icahn,PATHOLOGY,BCMP;CB,nih,2017,2619755
Mount Sinai-Icahn,PATHOLOGY,BCMP;CB,nih,2016,2264977
Mount Sinai-Icahn,PHARMACOLOGICAL SCIENCES,BCMP,nih,2020,12400662
Mount Sinai-Icahn,PHARMACOLOGICAL SCIENCES,BCMP,nih,2019,17189187
Mount Sinai-Icahn,PHARMACOLOGICAL SCIENCES,BCMP,nih,2018,19620428
Mount Sinai-Icahn,PHARMACOLOGICAL SCIENCES,BCMP,nih,2017,20815011
Mount Sinai-Icahn,PHARMACOLOGICAL SCIENCES,BCMP,nih,2016,21879852
MU South Carolina,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2020,6757115
MU South Carolina,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2019,6188671
MU South Carolina,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2018,7153942
MU South Carolina,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2017,6981691
