department_name,school,harvard_equivalent,PROJECT NUMBER,FUNDING MECHANISM,NIH REFERENCE,PI NAME,PROJECT TITLE,NIH DEPT COMBINING NAME,NIH MC COMBINING NAME,DIRECT COST,INDIRECT COST,FUNDING,CONGRESSIONAL DISTRICT,CITY,STATE OR COUNTRY NAME,ZIP CODE,ATTRIBUTED TO MEDICAL SCHOOL,MEDICAL SCHOOL LOCATION,INSTITUTION TYPE,AWARD NOTICE DATE,FOA
MICROBIOLOGY AND IMMUNOLOGY,Columbia-Vagelos,Mb;Imm,5T32AI106711-03,Training - Institutional,9033058,"FIDOCK, DAVID ARMAND",Columbia University Graduate Training Program in Microbiology and Immunology,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,$178.304 ,$9.144 ,187448,13,NEW YORK,NEW YORK,10032,Y,COLUMBIA U COL OF PHYSICIANS & SURGEONS,Domestic Higher Education,22.03.16,NA
MICROBIOLOGY AND IMMUNOLOGY,Columbia-Vagelos,Mb;Imm,5F30AI114070-02,Training - Individual,9013392,"GABRYSZEWSKI, STANISLAW J",Dissecting the molecular basis of PfCRT-mediated antimalarial drug resistance,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,$43.576 ,NA,43576,13,NEW YORK,NEW YORK,10032,Y,COLUMBIA U COL OF PHYSICIANS & SURGEONS,Domestic Higher Education,15.01.16,NA
MICROBIOLOGY AND IMMUNOLOGY,Columbia-Vagelos,Mb;Imm,5R21AI116082-02,RPGs - Non SBIR/STTR,9058465,"GHOSH, SANKAR",miRNA-mediated regulation of LPS tolerance,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,$125.000 ,$75.000 ,200000,13,NEW YORK,NEW YORK,10032,Y,COLUMBIA U COL OF PHYSICIANS & SURGEONS,Domestic Higher Education,31.03.16,NA
MICROBIOLOGY AND IMMUNOLOGY,Columbia-Vagelos,Mb;Imm,5R21ES025677-02,RPGs - Non SBIR/STTR,9068921,"GHOSH, SANKAR",Understanding the pathway that links lipopolysaccharide (LPS) to mitochondrial function using a novel mouse model,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,$122.257 ,$73.354 ,195611,13,NEW YORK,NEW YORK,10032,Y,COLUMBIA U COL OF PHYSICIANS & SURGEONS,Domestic Higher Education,22.04.16,NA
MICROBIOLOGY AND IMMUNOLOGY,Columbia-Vagelos,Mb;Imm,1R01CA206556-01,RPGs - Non SBIR/STTR,9128324,"GHOSH, SANKAR",Understanding the role of ?B-Ras proteins in tumorigenesis,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,$240.489 ,$144.293 ,384782,13,NEW YORK,NEW YORK,10032,Y,COLUMBIA U COL OF PHYSICIANS & SURGEONS,Domestic Higher Education,24.02.16,NA
MICROBIOLOGY AND IMMUNOLOGY,Columbia-Vagelos,Mb;Imm,5R01DK102180-03,RPGs - Non SBIR/STTR,9115578,"GHOSH, SANKAR",Understanding the Role of a Long Noncoding RNA in Celiac Disease,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,$225.000 ,$135.000 ,360000,13,NEW YORK,NEW YORK,10032,Y,COLUMBIA U COL OF PHYSICIANS & SURGEONS,Domestic Higher Education,24.08.16,NA
MICROBIOLOGY AND IMMUNOLOGY,Columbia-Vagelos,Mb;Imm,4R01AI068977-10,RPGs - Non SBIR/STTR,8990444,"GHOSH, SANKAR",Understanding the role of NF-kB in T-regulatory cell function,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,$250.000 ,$150.000 ,400000,13,NEW YORK,NEW YORK,10032,Y,COLUMBIA U COL OF PHYSICIANS & SURGEONS,Domestic Higher Education,16.12.15,NA
MICROBIOLOGY AND IMMUNOLOGY,Columbia-Vagelos,Mb;Imm,5R01GM037219-28,RPGs - Non SBIR/STTR,9125840,"GOTTESMAN, MAX ELLIOT",Control of Transcription Termination in E-Coli,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,$250.000 ,$150.000 ,400000,13,NEW YORK,NEW YORK,10032,Y,COLUMBIA U COL OF PHYSICIANS & SURGEONS,Domestic Higher Education,29.08.16,NA
MICROBIOLOGY AND IMMUNOLOGY,Columbia-Vagelos,Mb;Imm,4R01DK098378-04,RPGs - Non SBIR/STTR,9025779,"IVANOV, IVAYLO IVANOV",Mechanisms of Mucosal Th17 Cell Induction By Segmented Filamentous Bacteria,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,$217.500 ,$129.904 ,347404,13,NEW YORK,NEW YORK,10032,Y,COLUMBIA U COL OF PHYSICIANS & SURGEONS,Domestic Higher Education,15.03.16,NA
MICROBIOLOGY AND IMMUNOLOGY,Columbia-Vagelos,Mb;Imm,4R01AI101251-04,RPGs - Non SBIR/STTR,8968225,"LIU, KANG",Understand the Role of Meningeal Dendritic Cells in CNS Anti-viral Immunity,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,$250.000 ,$148.874 ,398874,13,NEW YORK,NEW YORK,10032,Y,COLUMBIA U COL OF PHYSICIANS & SURGEONS,Domestic Higher Education,19.11.15,NA
MICROBIOLOGY AND IMMUNOLOGY,Columbia-Vagelos,Mb;Imm,5F32DK104579-02,Training - Individual,9014421,"O'HARA, AISLING C",Mechanisms of immune regulation by long noncoding RNA during Crohns and Celiac Diseases,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,$56.118 ,NA,56118,13,NEW YORK,NEW YORK,10032,Y,COLUMBIA U COL OF PHYSICIANS & SURGEONS,Domestic Higher Education,08.02.16,NA
MICROBIOLOGY AND IMMUNOLOGY,Columbia-Vagelos,Mb;Imm,5F30AI113963-03,Training - Individual,9068805,"PIKOVSKAYA, OLGA",Transcription Factors that Specify Natural Killer Cell Fate and Function,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,$48.576 ,NA,48576,13,NEW YORK,NEW YORK,10032,Y,COLUMBIA U COL OF PHYSICIANS & SURGEONS,Domestic Higher Education,16.06.16,NA
MICROBIOLOGY AND IMMUNOLOGY,Columbia-Vagelos,Mb;Imm,4R01AI102597-05,RPGs - Non SBIR/STTR,9054770,"RACANIELLO, VINCENT R",Antagonism of Innate Immunity By Picornaviruses,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,$250.000 ,$149.314 ,399314,13,NEW YORK,NEW YORK,10032,Y,COLUMBIA U COL OF PHYSICIANS & SURGEONS,Domestic Higher Education,31.03.16,NA
MICROBIOLOGY AND IMMUNOLOGY,Columbia-Vagelos,Mb;Imm,1R21AI121944-01,RPGs - Non SBIR/STTR,9018678,"RACANIELLO, VINCENT R",Cellular receptor for enterovirus D68,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,$125.000 ,$75.000 ,200000,13,NEW YORK,NEW YORK,10032,Y,COLUMBIA U COL OF PHYSICIANS & SURGEONS,Domestic Higher Education,21.12.15,NA
MICROBIOLOGY AND IMMUNOLOGY,Columbia-Vagelos,Mb;Imm,5R01AI113365-03,RPGs - Non SBIR/STTR,9060864,"REINER, STEVEN L",Diversifying and Regenerating T Cell Function,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,$250.000 ,$150.000 ,400000,13,NEW YORK,NEW YORK,10032,Y,COLUMBIA U COL OF PHYSICIANS & SURGEONS,Domestic Higher Education,03.06.16,NA
MICROBIOLOGY AND IMMUNOLOGY,Columbia-Vagelos,Mb;Imm,4T32GM007367-41,Training - Institutional,9097707,"REINER, STEVEN L",Medical Scientist Training Program,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,$1.221.900 ,$55.752 ,1236190,13,NEW YORK,NEW YORK,10032,Y,COLUMBIA U COL OF PHYSICIANS & SURGEONS,Domestic Higher Education,28.06.16,NA
MICROBIOLOGY AND IMMUNOLOGY,Columbia-Vagelos,Mb;Imm,3T32GM007367-41S1,Training - Institutional,9305805,"REINER, STEVEN L",Medical Scientist Training Program,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,$146.628 ,$6.690 ,153318,13,NEW YORK,NEW YORK,10032,Y,COLUMBIA U COL OF PHYSICIANS & SURGEONS,Domestic Higher Education,01.07.16,NA
MICROBIOLOGY AND IMMUNOLOGY,Columbia-Vagelos,Mb;Imm,5R01AI076458-07,RPGs - Non SBIR/STTR,9108825,"REINER, STEVEN L",Asymmetric Lymphocyte Division in the Immune Response,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,$250.000 ,$150.000 ,400000,13,NEW YORK,NEW YORK,10032,Y,COLUMBIA U COL OF PHYSICIANS & SURGEONS,Domestic Higher Education,11.01.16,NA
MICROBIOLOGY AND IMMUNOLOGY,Columbia-Vagelos,Mb;Imm,5F32AI120578-02,Training - Individual,9088107,"ROSS, LEILA SAXBY",Elucidating the complex genetic and molecular basis of Plasmodium falciparum artemisinin resistance.,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,$56.118 ,NA,56118,13,NEW YORK,NEW YORK,10032,Y,COLUMBIA U COL OF PHYSICIANS & SURGEONS,Domestic Higher Education,14.06.16,NA
MICROBIOLOGY AND IMMUNOLOGY,Columbia-Vagelos,Mb;Imm,5R01GM094386-07,RPGs - Non SBIR/STTR,9069445,"SYMINGTON, LORRAINE S",Break-induced replication and genome rearrangements,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,$195.000 ,$117.000 ,312000,13,NEW YORK,NEW YORK,10032,Y,COLUMBIA U COL OF PHYSICIANS & SURGEONS,Domestic Higher Education,24.05.16,NA
MICROBIOLOGY AND IMMUNOLOGY,Columbia-Vagelos,Mb;Imm,5R01GM041784-28,RPGs - Non SBIR/STTR,9088468,"SYMINGTON, LORRAINE S",Mechanisms of homologous recombination in yeast,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,$243.658 ,$143.759 ,387417,13,NEW YORK,NEW YORK,10032,Y,COLUMBIA U COL OF PHYSICIANS & SURGEONS,Domestic Higher Education,20.05.16,NA
MOLECULAR PHARMACOLOGY AND THERAPEUTICS,Columbia-Vagelos,BCMP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEUROSCIENCE,Columbia-Vagelos,Nb,5T32NS064929-08,Training - Institutional,9108450,"ABBOTT, LAURENCE F.",Advanced Graduate Training Program in Theoretical Neuroscience,NEUROSCIENCES,SCHOOLS OF MEDICINE,$132.228 ,$6.738 ,138966,13,NEW YORK,NEW YORK,10032,Y,COLUMBIA U COL OF PHYSICIANS & SURGEONS,Domestic Higher Education,14.06.16,NA
NEUROSCIENCE,Columbia-Vagelos,Nb,3T32NS064929-08S1,Training - Institutional,9343257,"ABBOTT, LAURENCE F.",Advanced Graduate Training Program in Theoretical Neuroscience,NEUROSCIENCES,SCHOOLS OF MEDICINE,$28.076 ,$2.246 ,30322,13,NEW YORK,NEW YORK,10032,Y,COLUMBIA U COL OF PHYSICIANS & SURGEONS,Domestic Higher Education,07.09.16,NA
NEUROSCIENCE,Columbia-Vagelos,Nb,2R01NS069679-06A1,RPGs - Non SBIR/STTR,9106135,"BRUNO, RANDY M",The Role of Dendrites in Thalamocortical Circuitry,NEUROSCIENCES,SCHOOLS OF MEDICINE,$218.750 ,$131.250 ,350000,13,NEW YORK,NEW YORK,10032,Y,COLUMBIA U COL OF PHYSICIANS & SURGEONS,Domestic Higher Education,16.03.16,NA
NEUROSCIENCE,Columbia-Vagelos,Nb,1R01NS094659-01A1,RPGs - Non SBIR/STTR,9185649,"BRUNO, RANDY M",The behavioral functions of upper and lower cortical layers,NEUROSCIENCES,SCHOOLS OF MEDICINE,$218.750 ,$131.250 ,350000,13,NEW YORK,NEW YORK,10032,Y,COLUMBIA U COL OF PHYSICIANS & SURGEONS,Domestic Higher Education,11.07.16,NA
NEUROSCIENCE,Columbia-Vagelos,Nb,5F31NS090909-03,Training - Individual,9134896,"BURGOS, ANITA",Dissection of neural circuitry underlying nociception in Drosophila larvae,NEUROSCIENCES,SCHOOLS OF MEDICINE,$41.138 ,NA,41138,13,NEW YORK,NEW YORK,10032,Y,COLUMBIA U COL OF PHYSICIANS & SURGEONS,Domestic Higher Education,24.08.16,NA
NEUROSCIENCE,Columbia-Vagelos,Nb,1R01NS100066-01,RPGs - Non SBIR/STTR,9242200,"CUNNINGHAM, JOHN PATRICK",CRCNS: Understanding flexible neural computations in the motor cortex,NEUROSCIENCES,SCHOOLS OF MEDICINE,$199.868 ,$112.613 ,312481,13,NEW YORK,NEW YORK,10032,Y,COLUMBIA U COL OF PHYSICIANS & SURGEONS,Domestic Higher Education,19.07.16,NA
NEUROSCIENCE,Columbia-Vagelos,Nb,5F30NS090819-03,Training - Individual,9129769,"DANIELSON, NATHAN B",Functional dissection of a radial subdivision among hippocampal pyramidal cells,NEUROSCIENCES,SCHOOLS OF MEDICINE,$48.576 ,NA,48576,13,NEW YORK,NEW YORK,10032,Y,COLUMBIA U COL OF PHYSICIANS & SURGEONS,Domestic Higher Education,24.08.16,NA
NEUROSCIENCE,Columbia-Vagelos,Nb,1R01EY025330-01A1,RPGs - Non SBIR/STTR,9030375,"DAS, ANIRUDDHA","Endogenous neural activity: neurophysiology, optical imaging, fMRI, and behavior.",NEUROSCIENCES,SCHOOLS OF MEDICINE,$392.773 ,$107.222 ,499995,13,NEW YORK,NEW YORK,10032,Y,COLUMBIA U COL OF PHYSICIANS & SURGEONS,Domestic Higher Education,01.12.15,NA
NEUROSCIENCE,Columbia-Vagelos,Nb,4R01MH081153-08,RPGs - Non SBIR/STTR,9067518,"FERRERA, VINCENT P",The neurophysiological basis of serial learning,NEUROSCIENCES,SCHOOLS OF MEDICINE,$250.000 ,$145.057 ,395057,13,NEW YORK,NEW YORK,10032,Y,COLUMBIA U COL OF PHYSICIANS & SURGEONS,Domestic Higher Education,22.03.16,NA
NEUROSCIENCE,Columbia-Vagelos,Nb,5R01EY017039-08,RPGs - Non SBIR/STTR,9136859,"GOLDBERG, MICHAEL E.",The Neurophysiology of Visual Search: Oculomotor and Visual Mechanisms,NEUROSCIENCES,SCHOOLS OF MEDICINE,$250.000 ,$150.000 ,400000,13,NEW YORK,NEW YORK,10032,Y,COLUMBIA U COL OF PHYSICIANS & SURGEONS,Domestic Higher Education,03.08.16,NA
NEUROSCIENCE,Columbia-Vagelos,Nb,4R01MH098039-05,RPGs - Non SBIR/STTR,9065984,"GOTTLIEB, JACQUELINE",Attentional control by uncertainty and reward: parietal and frontal mechanisms,NEUROSCIENCES,SCHOOLS OF MEDICINE,$250.000 ,$150.000 ,400000,13,NEW YORK,NEW YORK,10032,Y,COLUMBIA U COL OF PHYSICIANS & SURGEONS,Domestic Higher Education,23.02.16,NA
NEUROSCIENCE,Columbia-Vagelos,Nb,5R01EY025965-02,RPGs - Non SBIR/STTR,9115151,"GOTTLIEB, JACQUELINE",Top-down selection of task-relevant cues: neural mechanisms in the frontal and parietal lobes.,NEUROSCIENCES,SCHOOLS OF MEDICINE,$250.000 ,$144.000 ,394000,13,NEW YORK,NEW YORK,10032,Y,COLUMBIA U COL OF PHYSICIANS & SURGEONS,Domestic Higher Education,08.06.16,NA
NEUROSCIENCE,Columbia-Vagelos,Nb,5T32NS064928-07,Training - Institutional,9059190,"GREENE, LLOYD A",Advanced Graduate Training Program in Neurobiology & Behavior,NEUROSCIENCES,SCHOOLS OF MEDICINE,$176.304 ,$8.984 ,185288,13,NEW YORK,NEW YORK,10032,Y,COLUMBIA U COL OF PHYSICIANS & SURGEONS,Domestic Higher Education,14.06.16,NA
NEUROSCIENCE,Columbia-Vagelos,Nb,4T32HD007430-19,Training - Institutional,9062308,"GRUEBER, WESLEY B",Neurobiology and Behavior Research Training Grant,NEUROSCIENCES,SCHOOLS OF MEDICINE,$456.760 ,$22.461 ,469937,13,NEW YORK,NEW YORK,10032,Y,COLUMBIA U COL OF PHYSICIANS & SURGEONS,Domestic Higher Education,11.04.16,NA
NEUROSCIENCE,Columbia-Vagelos,Nb,4R01NS083690-04,RPGs - Non SBIR/STTR,9096241,"HAWKINS, ROBERT D","Neurotrophins, spontaneous release, and synaptic growth cascades",NEUROSCIENCES,SCHOOLS OF MEDICINE,$196.875 ,$118.125 ,315000,13,NEW YORK,NEW YORK,10032,Y,COLUMBIA U COL OF PHYSICIANS & SURGEONS,Domestic Higher Education,15.06.16,NA
NEUROSCIENCE,Columbia-Vagelos,Nb,5F32NS092357-02,Training - Individual,9029187,"KINNISCHTZKE, AMANDA",Contribution of the secondary somatosensory thalamus to perception of somatosensory stimuli.,NEUROSCIENCES,SCHOOLS OF MEDICINE,$56.118 ,NA,56118,13,NEW YORK,NEW YORK,10032,Y,COLUMBIA U COL OF PHYSICIANS & SURGEONS,Domestic Higher Education,02.03.16,NA
NEUROSCIENCE,Columbia-Vagelos,Nb,5R00HD072035-05,RPGs - Non SBIR/STTR,9040003,"KOHWI, MINOREE",Mechanisms underlying loss of neural stem cell competence.,NEUROSCIENCES,SCHOOLS OF MEDICINE,$172.630 ,$73.877 ,246507,13,NEW YORK,NEW YORK,10032,Y,COLUMBIA U COL OF PHYSICIANS & SURGEONS,Domestic Higher Education,15.03.16,NA
NEUROSCIENCE,Columbia-Vagelos,Nb,5F32NS092350-02,Training - Individual,9148079,"LARA, ANTONIO HOMERO",The neural workings of self-initiated and quasi-automatic movements,NEUROSCIENCES,SCHOOLS OF MEDICINE,$61.010 ,NA,61010,13,NEW YORK,NEW YORK,10032,Y,COLUMBIA U COL OF PHYSICIANS & SURGEONS,Domestic Higher Education,24.08.16,NA
NEUROSCIENCE,Columbia-Vagelos,Nb,5K99NS091526-02,Other Research-Related,9104224,"LEWIS, TOMMY L",In vivo investigation of mitochondrial dynamics in the mouse brain,NEUROSCIENCES,SCHOOLS OF MEDICINE,$87.946 ,$7.036 ,94982,13,NEW YORK,NEW YORK,10032,Y,COLUMBIA U COL OF PHYSICIANS & SURGEONS,Domestic Higher Education,08.07.16,NA
NEUROSCIENCE,Columbia-Vagelos,Nb,5F32DC014387-03,Training - Individual,9115991,"LITWIN-KUMAR, ASHOK",Interactions between piriform cortex and amygdala in a model of associative learning in the mammalian olfactory system,NEUROSCIENCES,SCHOOLS OF MEDICINE,$56.118 ,NA,56118,13,NEW YORK,NEW YORK,10032,Y,COLUMBIA U COL OF PHYSICIANS & SURGEONS,Domestic Higher Education,19.07.16,NA
NEUROSCIENCE,Columbia-Vagelos,Nb,5R01MH100631-03,RPGs - Non SBIR/STTR,9003081,"LOSONCZY, ATTILA",Hippocampal inhibitory control of contextual fear learning,NEUROSCIENCES,SCHOOLS OF MEDICINE,$250.000 ,$145.860 ,395860,13,NEW YORK,NEW YORK,10032,Y,COLUMBIA U COL OF PHYSICIANS & SURGEONS,Domestic Higher Education,12.02.16,NA
NEUROSCIENCE,Columbia-Vagelos,Nb,1R21EY027592-01,RPGs - Non SBIR/STTR,9244502,"PETERKA, DARCY S",Optimal calcium imaging with shaped excitation,NEUROSCIENCES,SCHOOLS OF MEDICINE,$150.000 ,$79.200 ,229200,13,NEW YORK,NEW YORK,10032,Y,COLUMBIA U COL OF PHYSICIANS & SURGEONS,Domestic Higher Education,28.09.16,NA
NEUROSCIENCE,Columbia-Vagelos,Nb,1F31NS098670-01,Training - Individual,9191868,"PIERCE, GEORGIA MARIE",The role of secondary thalamus in enhancing cortical sensory representations,NEUROSCIENCES,SCHOOLS OF MEDICINE,$43.576 ,NA,43576,13,NEW YORK,NEW YORK,10032,Y,COLUMBIA U COL OF PHYSICIANS & SURGEONS,Domestic Higher Education,05.07.16,NA
NEUROSCIENCE,Columbia-Vagelos,Nb,5R01NS089456-08,RPGs - Non SBIR/STTR,9096274,"POLLEUX, FRANCK",A kinase pathway required for terminal axon branching and presynaptic function,NEUROSCIENCES,SCHOOLS OF MEDICINE,$221.978 ,$133.187 ,355165,13,NEW YORK,NEW YORK,10032,Y,COLUMBIA U COL OF PHYSICIANS & SURGEONS,Domestic Higher Education,08.07.16,NA
NEUROSCIENCE,Columbia-Vagelos,Nb,2R01NS067557-07A1,RPGs - Non SBIR/STTR,9176936,"POLLEUX, FRANCK",Cellular and molecular mechanisms underlying the function of SRGAP2 during synaptic development,NEUROSCIENCES,SCHOOLS OF MEDICINE,$327.670 ,$190.930 ,518600,13,NEW YORK,NEW YORK,10032,Y,COLUMBIA U COL OF PHYSICIANS & SURGEONS,Domestic Higher Education,08.08.16,NA
NEUROSCIENCE,Columbia-Vagelos,Nb,1F32NS096819-01,Training - Individual,9121072,"RODGERS, CHRIS",The role of the superficial cortical layers in whisker-based shape discrimination,NEUROSCIENCES,SCHOOLS OF MEDICINE,$58.002 ,NA,58002,13,NEW YORK,NEW YORK,10032,Y,COLUMBIA U COL OF PHYSICIANS & SURGEONS,Domestic Higher Education,25.03.16,NA
NEUROSCIENCE,Columbia-Vagelos,Nb,5K99DC014516-02,Other Research-Related,9012812,"ROOT, CORY MATTHEW",Experience-dependent modulation of innate neural circuits,NEUROSCIENCES,SCHOOLS OF MEDICINE,$162.550 ,$13.004 ,175554,13,NEW YORK,NEW YORK,10032,Y,COLUMBIA U COL OF PHYSICIANS & SURGEONS,Domestic Higher Education,20.04.16,NA
NEUROSCIENCE,Columbia-Vagelos,Nb,4R01MH082017-09,RPGs - Non SBIR/STTR,8962170,"SALZMAN, C DANIEL",Neurophysiology underlying neural representations of value,NEUROSCIENCES,SCHOOLS OF MEDICINE,$313.790 ,$188.274 ,502064,13,NEW YORK,NEW YORK,10032,Y,COLUMBIA U COL OF PHYSICIANS & SURGEONS,Domestic Higher Education,27.10.15,NA
NEUROSCIENCE,Columbia-Vagelos,Nb,1R01DC015449-01,RPGs - Non SBIR/STTR,9152491,"SAWTELL, NATHANIEL",Mechanisms for cancelling self-generated sounds in the mouse dorsal cochlear nucleus,NEUROSCIENCES,SCHOOLS OF MEDICINE,$212.500 ,$127.500 ,340000,13,NEW YORK,NEW YORK,10032,Y,COLUMBIA U COL OF PHYSICIANS & SURGEONS,Domestic Higher Education,26.05.16,NA
NEUROSCIENCE,Columbia-Vagelos,Nb,2R01NS075023-05A1,RPGs - Non SBIR/STTR,9172012,"SAWTELL, NATHANIEL",Mechanisms for Internal Models in a Cerebellum-like Circuit,NEUROSCIENCES,SCHOOLS OF MEDICINE,$218.750 ,$131.250 ,350000,13,NEW YORK,NEW YORK,10032,Y,COLUMBIA U COL OF PHYSICIANS & SURGEONS,Domestic Higher Education,21.06.16,NA
NEUROSCIENCE,Columbia-Vagelos,Nb,4R01MH060387-16,RPGs - Non SBIR/STTR,8967223,"SCHACHER, SAMUEL",Mechanisms Mediating Long-Term Synaptic Plasticity,NEUROSCIENCES,SCHOOLS OF MEDICINE,$250.000 ,$150.000 ,400000,13,NEW YORK,NEW YORK,10032,Y,COLUMBIA U COL OF PHYSICIANS & SURGEONS,Domestic Higher Education,16.11.15,NA
NEUROSCIENCE,Columbia-Vagelos,Nb,4R01EY011378-19,RPGs - Non SBIR/STTR,9018019,"SHADLEN, MICHAEL NEIL",Mechanisms of Visual Perception,NEUROSCIENCES,SCHOOLS OF MEDICINE,$210.349 ,$112.039 ,322388,13,NEW YORK,NEW YORK,10032,Y,COLUMBIA U COL OF PHYSICIANS & SURGEONS,Domestic Higher Education,15.02.16,NA
NEUROSCIENCE,Columbia-Vagelos,Nb,5F31DC014394-02,Training - Individual,9065929,"SHAKMAN, KATHERINE BLACKBURN",Defining the Circuitry for Olfactory Memories Beyond the Mushroom Body in Drosophila melanogaster,NEUROSCIENCES,SCHOOLS OF MEDICINE,$43.576 ,NA,43576,13,NEW YORK,NEW YORK,10032,Y,COLUMBIA U COL OF PHYSICIANS & SURGEONS,Domestic Higher Education,13.06.16,NA
NEUROSCIENCE,Columbia-Vagelos,Nb,5R01MH104602-03,RPGs - Non SBIR/STTR,9117641,"SIEGELBAUM, STEVEN A",Genetic targeting of hippocampal CA2 pyramidal neurons,NEUROSCIENCES,SCHOOLS OF MEDICINE,$250.000 ,$150.000 ,400000,13,NEW YORK,NEW YORK,10032,Y,COLUMBIA U COL OF PHYSICIANS & SURGEONS,Domestic Higher Education,22.03.16,NA
NEUROSCIENCE,Columbia-Vagelos,Nb,4R01NS036658-17,RPGs - Non SBIR/STTR,9113657,"SIEGELBAUM, STEVEN A",Regulation of HCN channel trafficking and function in the brain by TRIP8b,NEUROSCIENCES,SCHOOLS OF MEDICINE,$248.139 ,$147.250 ,395389,13,NEW YORK,NEW YORK,10032,Y,COLUMBIA U COL OF PHYSICIANS & SURGEONS,Domestic Higher Education,11.07.16,NA
NEUROSCIENCE,Columbia-Vagelos,Nb,1R01MH106629-01A1,RPGs - Non SBIR/STTR,9030570,"SIEGELBAUM, STEVEN A",The role of the hippocampal CA2 region in neuropsychiatric disease,NEUROSCIENCES,SCHOOLS OF MEDICINE,$291.532 ,$174.919 ,466451,13,NEW YORK,NEW YORK,10032,Y,COLUMBIA U COL OF PHYSICIANS & SURGEONS,Domestic Higher Education,14.12.15,NA
NEUROSCIENCE,Columbia-Vagelos,Nb,5R21NS093991-02,RPGs - Non SBIR/STTR,9107527,"SIEGELBAUM, STEVEN A",Evaluating CA2 Neurons as Novel Targets in Epilepsy,NEUROSCIENCES,SCHOOLS OF MEDICINE,$160.786 ,$40.200 ,200986,13,NEW YORK,NEW YORK,10032,Y,COLUMBIA U COL OF PHYSICIANS & SURGEONS,Domestic Higher Education,03.08.16,NA
NEUROSCIENCE,Columbia-Vagelos,Nb,5F30DC014174-03,Training - Individual,9118162,"SINGLA, SHOBHIT",Adaptive Sensory Processing in the dorsal cochlear nucleus of the mouse,NEUROSCIENCES,SCHOOLS OF MEDICINE,$48.576 ,NA,48576,13,NEW YORK,NEW YORK,10032,Y,COLUMBIA U COL OF PHYSICIANS & SURGEONS,Domestic Higher Education,15.08.16,NA
NEUROSCIENCE,Columbia-Vagelos,Nb,1F31NS098638-01,Training - Individual,9191593,"WARRINER, CLAIRE LOUISE",Motor cortical control of voluntary forelimb muscle activity,NEUROSCIENCES,SCHOOLS OF MEDICINE,$43.576 ,NA,43576,13,NEW YORK,NEW YORK,10032,Y,COLUMBIA U COL OF PHYSICIANS & SURGEONS,Domestic Higher Education,05.07.16,NA
NEUROSCIENCE,Columbia-Vagelos,Nb,5F31MH105169-02,Training - Individual,9016437,"ZAREMBA, JEFFREY DONALD",Understanding hippocampal circuit dysfunctions in 22q11.2 model of schizophrenia,NEUROSCIENCES,SCHOOLS OF MEDICINE,$39.890 ,NA,39890,13,NEW YORK,NEW YORK,10032,Y,COLUMBIA U COL OF PHYSICIANS & SURGEONS,Domestic Higher Education,25.02.16,NA
PHYSIOLOGY AND CELLULAR BIOPHYSICS,Columbia-Vagelos,CB,5K01MH106833-02,Other Research-Related,9041688,"ATKIN, TALIA ALLISON",VPAC2 receptor function and its link to schizophrenia.,PHYSIOLOGY,SCHOOLS OF MEDICINE,$21.487 ,$1.719 ,23206,13,NEW YORK,NEW YORK,10032,Y,COLUMBIA U COL OF PHYSICIANS & SURGEONS,Domestic Higher Education,25.02.16,NA
PHYSIOLOGY AND CELLULAR BIOPHYSICS,Columbia-Vagelos,CB,1R01HL122421-01A1,RPGs - Non SBIR/STTR,9038483,"COLECRAFT, HENRY M",Mechanisms of Long QT Syndrome 1 in Heart,PHYSIOLOGY,SCHOOLS OF MEDICINE,$280.921 ,$161.353 ,442274,13,NEW YORK,NEW YORK,10032,Y,COLUMBIA U COL OF PHYSICIANS & SURGEONS,Domestic Higher Education,01.01.16,NA
