school,department_name,harvard_equivalent,funding_type,year,funding_amount
Wayne State,IMMUNOLOGY AND MICROBIOLOGY,Mb;Imm,nih,2019,1140880
Wayne State,IMMUNOLOGY AND MICROBIOLOGY,Mb;Imm,nih,2018,1263718
Wayne State,IMMUNOLOGY AND MICROBIOLOGY,Mb;Imm,nih,2017,1060275
Wayne State,IMMUNOLOGY AND MICROBIOLOGY,Mb;Imm,nih,2016,307000
West Virginia,MICROBIOLOGY IMMUNOLOGY AND CELL BIOLOGY,Mb;Imm;CB,nih,2020,2123038
West Virginia,MICROBIOLOGY IMMUNOLOGY AND CELL BIOLOGY,Mb;Imm;CB,nih,2019,1678011
West Virginia,MICROBIOLOGY IMMUNOLOGY AND CELL BIOLOGY,Mb;Imm;CB,nih,2018,703125
West Virginia,MICROBIOLOGY IMMUNOLOGY AND CELL BIOLOGY,Mb;Imm;CB,nih,2017,1089418
West Virginia,MICROBIOLOGY IMMUNOLOGY AND CELL BIOLOGY,Mb;Imm;CB,nih,2016,751513
Wisconsin,MEDICAL MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2020,5402466
Wisconsin,MEDICAL MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2019,4494324
Wisconsin,MEDICAL MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2018,4408978
Wisconsin,MEDICAL MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2017,3052641
Wisconsin,MEDICAL MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2016,3847409
Yale,IMMUNOBIOLOGY,Imm,nih,2020,11091068
Yale,IMMUNOBIOLOGY,Imm,nih,2019,13745367
Yale,IMMUNOBIOLOGY,Imm,nih,2018,12245346
Yale,IMMUNOBIOLOGY,Imm,nih,2017,10655099
Yale,IMMUNOBIOLOGY,Imm,nih,2016,8433194
Yale,MICROBIAL PATHOGENESIS,Mb,nih,2020,8021355
Yale,MICROBIAL PATHOGENESIS,Mb,nih,2019,8991908
Yale,MICROBIAL PATHOGENESIS,Mb,nih,2018,8564587
Yale,MICROBIAL PATHOGENESIS,Mb,nih,2017,7845942
Yale,MICROBIAL PATHOGENESIS,Mb,nih,2016,8953611
Average,Average,Mb;Imm,nih,2016,5336896
Average,Average,Mb;Imm,nih,2017,5804366
Average,Average,Mb;Imm,nih,2018,6209065
Average,Average,Mb;Imm,nih,2019,6708595
Average,Average,Mb;Imm,nih,2020,7574833
