department_name,school,harvard_equivalent,ORGANIZATION ID (IPF),PROJECT NUMBER,FUNDING MECHANISM,NIH REFERENCE,PI NAME,PI PERSON ID,PROJECT TITLE,NIH DEPT COMBINING NAME,NIH MC COMBINING NAME,DIRECT COST,INDIRECT COST,FUNDING,CONGRESSIONAL DISTRICT,CITY,STATE OR COUNTRY NAME,ZIP CODE,ATTRIBUTED TO MEDICAL SCHOOL,MEDICAL SCHOOL LOCATION,INSTITUTION TYPE,AWARD NOTICE DATE,FOA
PHARMACOLOGY AND CHEMICAL BIOLOGY,Pittsburgh,BCMP,2059802,5R21AG059385-02,RPGs - Non SBIR/STTR,9737784,"PALLADINO, MICHAEL JOHN",6840246,Regulators of cytosolic protein quality control in aging and disease,PHARMACOLOGY,SCHOOLS OF MEDICINE,$128.979,$72.728,201707,18,PITTSBURGH,PENNSYLVANIA,15213,Y,UNIV OF PITTSBURGH SCH OF MEDICINE,Domestic Higher Education,28.03.19,PA16-161
PHARMACOLOGY AND CHEMICAL BIOLOGY,Pittsburgh,BCMP,2059802,5R01GM125944-02,RPGs - Non SBIR/STTR,9608757,"SCHOPFER, FRANCISCO JOSE",8653564,"Formation, absorption, distribution, storage and protein targets to define activity of pleiotropic endogenous nitrated fatty acids",PHARMACOLOGY,SCHOOLS OF MEDICINE,$220.733,$124.714,345447,18,PITTSBURGH,PENNSYLVANIA,15213,Y,UNIV OF PITTSBURGH SCH OF MEDICINE,Domestic Higher Education,09.11.18,PA16-160
PHARMACOLOGY AND CHEMICAL BIOLOGY,Pittsburgh,BCMP,2059802,5R01DK112854-02,RPGs - Non SBIR/STTR,9673700,"SCHOPFER, FRANCISCO JOSE",8653564,Predominant protective role in hepatic steatosis and obesity by fish oil-derived furans,PHARMACOLOGY,SCHOOLS OF MEDICINE,$253.114,$143.009,396123,18,PITTSBURGH,PENNSYLVANIA,15213,Y,UNIV OF PITTSBURGH SCH OF MEDICINE,Domestic Higher Education,29.03.19,PA16-160
PHARMACOLOGY AND CHEMICAL BIOLOGY,Pittsburgh,BCMP,2059802,5R01HL133003-03,RPGs - Non SBIR/STTR,9629737,"SHIVA, SRUTI",9621121,Heme-induced platelet mtROS drives TSP1 release to accelerate PH pathogenesis,PHARMACOLOGY,SCHOOLS OF MEDICINE,$250.000,$141.250,391250,18,PITTSBURGH,PENNSYLVANIA,15213,Y,UNIV OF PITTSBURGH SCH OF MEDICINE,Domestic Higher Education,07.01.19,PA16-160
PHARMACOLOGY AND CHEMICAL BIOLOGY,Pittsburgh,BCMP,2059802,5R01CA142604-10,RPGs - Non SBIR/STTR,9605006,"SINGH, SHIVENDRA",1880969,Breast Cancer Prevention by Ayurvedic Medicine Constituents,PHARMACOLOGY,SCHOOLS OF MEDICINE,$218.250,$117.855,336105,18,PITTSBURGH,PENNSYLVANIA,15213,Y,UNIV OF PITTSBURGH SCH OF MEDICINE,Domestic Higher Education,16.11.18,PA13-302
PHARMACOLOGY AND CHEMICAL BIOLOGY,Pittsburgh,BCMP,2059802,5R01CA101753-15,RPGs - Non SBIR/STTR,9605261,"SINGH, SHIVENDRA",1880969,Anticarcinogenic Effect of ITCs Against Prostate Cancer,PHARMACOLOGY,SCHOOLS OF MEDICINE,$218.250,$117.855,336105,18,PITTSBURGH,PENNSYLVANIA,15213,Y,UNIV OF PITTSBURGH SCH OF MEDICINE,Domestic Higher Education,16.11.18,PA13-302
PHARMACOLOGY AND CHEMICAL BIOLOGY,Pittsburgh,BCMP,2059802,1R01CA225716-01A1,RPGs - Non SBIR/STTR,9659532,"SINGH, SHIVENDRA",1880969,Biomarkers of Sulforaphane/Broccoli Sprout Extract in Prostate Cancer,PHARMACOLOGY,SCHOOLS OF MEDICINE,$315.743,$178.395,494138,18,PITTSBURGH,PENNSYLVANIA,15213,Y,UNIV OF PITTSBURGH SCH OF MEDICINE,Domestic Higher Education,04.12.18,PAR18-559
PHARMACOLOGY AND CHEMICAL BIOLOGY,Pittsburgh,BCMP,2059802,1R01CA219180-01A1,RPGs - Non SBIR/STTR,9721171,"SINGH, SHIVENDRA",1880969,The Role of FoxQ1 in Breast Cancer Chemoprevention by Allium Constituents - R01CA219180,PHARMACOLOGY,SCHOOLS OF MEDICINE,$228.750,$129.244,357994,18,PITTSBURGH,PENNSYLVANIA,15213,Y,UNIV OF PITTSBURGH SCH OF MEDICINE,Domestic Higher Education,21.02.19,PA18-484
PHARMACOLOGY AND CHEMICAL BIOLOGY,Pittsburgh,BCMP,2059802,5R01HL128304-04,RPGs - Non SBIR/STTR,9692037,"STRAUB, ADAM CARL",10093210,Vascular Smooth Muscle and Blood Pressure Regulation By Cyb5R3²,PHARMACOLOGY,SCHOOLS OF MEDICINE,$255.884,$135.093,390977,18,PITTSBURGH,PENNSYLVANIA,15213,Y,UNIV OF PITTSBURGH SCH OF MEDICINE,Domestic Higher Education,25.04.19,PA13-302
PHARMACOLOGY AND CHEMICAL BIOLOGY,Pittsburgh,BCMP,2059802,5R01HL133864-04,RPGs - Non SBIR/STTR,9749982,"STRAUB, ADAM CARL",10093210,Novel role of smooth muscle B5 reductase in Sickle Cell Disease,PHARMACOLOGY,SCHOOLS OF MEDICINE,$389.805,$220.240,610045,18,PITTSBURGH,PENNSYLVANIA,15213,Y,UNIV OF PITTSBURGH SCH OF MEDICINE,Domestic Higher Education,12.08.19,PA13-302
PHARMACOLOGY AND CHEMICAL BIOLOGY,Pittsburgh,BCMP,2059802,1K99CA237736-01,Other Research-Related,9720330,"TASDEMIR, NILGUN",12018299,Non-canonical FADD signaling as a genetic driver of invasive lobular carcinoma,PHARMACOLOGY,SCHOOLS OF MEDICINE,$118.530,$9.482,128012,18,PITTSBURGH,PENNSYLVANIA,15213,Y,UNIV OF PITTSBURGH SCH OF MEDICINE,Domestic Higher Education,14.08.19,PA18-398
PHARMACOLOGY AND CHEMICAL BIOLOGY,Pittsburgh,BCMP,2059802,5R01ES019566-09,RPGs - Non SBIR/STTR,9601677,"VAN HOUTEN, BENNETT",2419390,DNA damage recognition by nucleotide excision repair proteins,PHARMACOLOGY,SCHOOLS OF MEDICINE,$255.157,$134.220,389377,18,PITTSBURGH,PENNSYLVANIA,15213,Y,UNIV OF PITTSBURGH SCH OF MEDICINE,Domestic Higher Education,03.12.18,PA13-302
PHARMACOLOGY AND CHEMICAL BIOLOGY,Pittsburgh,BCMP,2059802,5R01ES028686-02,RPGs - Non SBIR/STTR,9735268,"VAN HOUTEN, BENNETT",2419390,Damage Sensor role of UV-DDB during base excision repair,PHARMACOLOGY,SCHOOLS OF MEDICINE,$232.785,$131.524,364309,18,PITTSBURGH,PENNSYLVANIA,15213,Y,UNIV OF PITTSBURGH SCH OF MEDICINE,Domestic Higher Education,29.04.19,PA16-160
PHARMACOLOGY AND CHEMICAL BIOLOGY,Pittsburgh,BCMP,2059802,5R33ES025606-05,RPGs - Non SBIR/STTR,9733225,"VAN HOUTEN, BENNETT",2419390,ROS driven mitochondrial-telomere dysfunction during environmental stress,PHARMACOLOGY,SCHOOLS OF MEDICINE,$357.635,$166.033,523668,18,PITTSBURGH,PENNSYLVANIA,15213,Y,UNIV OF PITTSBURGH SCH OF MEDICINE,Domestic Higher Education,14.06.19,RFAES14-006
PHARMACOLOGY AND CHEMICAL BIOLOGY,Pittsburgh,BCMP,2059802,5R01DK116780-02,RPGs - Non SBIR/STTR,9656999,"VILARDAGA, JEAN-PIERRE",8652853,Structural Basis of PTH Receptor Function,PHARMACOLOGY,SCHOOLS OF MEDICINE,$274.311,$154.986,429297,18,PITTSBURGH,PENNSYLVANIA,15213,Y,UNIV OF PITTSBURGH SCH OF MEDICINE,Domestic Higher Education,18.03.19,PA16-160
PHARMACOLOGY AND CHEMICAL BIOLOGY,Pittsburgh,BCMP,2059802,5K01HL133331-04,Other Research-Related,9748630,"VITTURI, DARIO A",11409455,Protection against sickle cell disease nephropathy by nitrated fatty acids,PHARMACOLOGY,SCHOOLS OF MEDICINE,$148.848,$11.908,160756,18,PITTSBURGH,PENNSYLVANIA,15213,Y,UNIV OF PITTSBURGH SCH OF MEDICINE,Domestic Higher Education,31.07.19,RFAHL16-006
PHARMACOLOGY AND CHEMICAL BIOLOGY,Pittsburgh,BCMP,2059802,1R21AG061614-01,RPGs - Non SBIR/STTR,9648957,"VOLONTE, DANIELA",8641737,"PTRF, a novel regulator of oncogene-induced senescence",PHARMACOLOGY,SCHOOLS OF MEDICINE,$150.000,$84.750,234750,18,PITTSBURGH,PENNSYLVANIA,15213,Y,UNIV OF PITTSBURGH SCH OF MEDICINE,Domestic Higher Education,18.01.19,PA18-489
PHARMACOLOGY AND CHEMICAL BIOLOGY,Pittsburgh,BCMP,2059802,1R01CA229431-01A1,RPGs - Non SBIR/STTR,9822594,"WANG, QIMING JANE",7627933,A novel mitotic regulatory axis in neuroendocrine prostate cancer,PHARMACOLOGY,SCHOOLS OF MEDICINE,$235.322,$132.957,368279,18,PITTSBURGH,PENNSYLVANIA,15213,Y,UNIV OF PITTSBURGH SCH OF MEDICINE,Domestic Higher Education,02.07.19,PA17-440
PHARMACOLOGY AND CHEMICAL BIOLOGY,Pittsburgh,BCMP,2059802,5R35GM128641-02,RPGs - Non SBIR/STTR,9753316,"ZHANG, CHENG",10303416,"Structure, pharmacology and signaling of G protein-coupled receptors (GPCRs) in inflammation",PHARMACOLOGY,SCHOOLS OF MEDICINE,$250.000,$141.250,391250,18,PITTSBURGH,PENNSYLVANIA,15213,Y,UNIV OF PITTSBURGH SCH OF MEDICINE,Domestic Higher Education,30.07.19,PAR17-190
PHARMACOLOGY AND CHEMICAL BIOLOGY,Pittsburgh,BCMP,2059802,3R35GM128641-01S1,RPGs - Non SBIR/STTR,9891241,"ZHANG, CHENG",10303416,"Structure, pharmacology and signaling of G protein-coupled receptors (GPCRs) in inflammation",PHARMACOLOGY,SCHOOLS OF MEDICINE,$48.700,NA,48700,18,PITTSBURGH,PENNSYLVANIA,15213,Y,UNIV OF PITTSBURGH SCH OF MEDICINE,Domestic Higher Education,07.06.19,PA18-591
PHARMACOLOGY AND CHEMICAL BIOLOGY,Pittsburgh,BCMP,2059802,5R01CA203028-04,RPGs - Non SBIR/STTR,9604326,"ZHANG, LIN",7624433,Role of Mcl-1 degradation in colorecal cancer therapy,PHARMACOLOGY,SCHOOLS OF MEDICINE,$221.887,$112.445,334332,18,PITTSBURGH,PENNSYLVANIA,15213,Y,UNIV OF PITTSBURGH SCH OF MEDICINE,Domestic Higher Education,30.11.18,PA13-302
PHARMACOLOGY AND CHEMICAL BIOLOGY,Pittsburgh,BCMP,2059802,1R01CA236271-01A1,RPGs - Non SBIR/STTR,9763862,"ZHANG, LIN",7624433,Role of necroptosis in colorectal cancer therapy,PHARMACOLOGY,SCHOOLS OF MEDICINE,$284.807,$160.916,445723,18,PITTSBURGH,PENNSYLVANIA,15213,Y,UNIV OF PITTSBURGH SCH OF MEDICINE,Domestic Higher Education,28.02.19,PA17-440
BIOCHEMISTRY AND MOLECULAR BIOLOGY,New York Medical,BCMP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PHARMACOLOGY,New York Medical,BCMP,5948901,5R21HL140260-02,RPGs - Non SBIR/STTR,9741789,"FERRERI, NICHOLAS R",1895911,TNF-UMOD interactions and susceptibility to salt-induced hypertension,PHARMACOLOGY,SCHOOLS OF MEDICINE,$75.000,$48.000,123000,17,VALHALLA,NEW YORK,10595,Y,NEW YORK MEDICAL COLLEGE,Domestic Higher Education,22.07.19,RFAHL17-022
PHARMACOLOGY,New York Medical,BCMP,5948901,5R01HL133077-04,RPGs - Non SBIR/STTR,9729049,"FERRERI, NICHOLAS R",1895911,"Thick ascending limb-derived TNF, salt sensitivity, and blood pressure regulation",PHARMACOLOGY,SCHOOLS OF MEDICINE,$250.000,$160.000,410000,17,VALHALLA,NEW YORK,10595,Y,NEW YORK MEDICAL COLLEGE,Domestic Higher Education,13.06.19,PA13-302
PHARMACOLOGY,New York Medical,BCMP,5948901,5R01HL132574-03,RPGs - Non SBIR/STTR,9704065,"GUPTE, SACHIN A",8455961,Regulation of Vascular Smooth Muscle Cell Phenotype by a Novel Isoform of Glucose-6-Phosphate Dehydrogenase,PHARMACOLOGY,SCHOOLS OF MEDICINE,$335.709,$152.229,487938,17,VALHALLA,NEW YORK,10595,Y,NEW YORK MEDICAL COLLEGE,Domestic Higher Education,01.06.19,PA16-160
PHARMACOLOGY,New York Medical,BCMP,5948901,5R01DK115366-02,RPGs - Non SBIR/STTR,9618620,"LIN, DAO-HONG",10417771,Kir5.1 regulates Kir4.1 ubiquitination by Nedd4-2 in DCT,PHARMACOLOGY,SCHOOLS OF MEDICINE,$225.000,$144.000,369000,17,VALHALLA,NEW YORK,10595,Y,NEW YORK MEDICAL COLLEGE,Domestic Higher Education,11.12.18,PA16-160
PHARMACOLOGY,New York Medical,BCMP,5948901,5R01HL139793-02,RPGs - Non SBIR/STTR,9609500,"SCHWARTZMAN, MICHAL LANIADO",1883397,Molecular Mechanisms of 20-HETE-mediated Vascular Dysfunction and Hypertension,PHARMACOLOGY,SCHOOLS OF MEDICINE,$499.445,$251.269,750714,17,VALHALLA,NEW YORK,10595,Y,NEW YORK MEDICAL COLLEGE,Domestic Higher Education,10.12.18,PA16-160
PHARMACOLOGY,New York Medical,BCMP,5948901,5R01DK054983-18,RPGs - Non SBIR/STTR,9717235,"WANG, WENHUI",1966668,Role of Kir4.1 in Regulating NCC and ROMK in DCT,PHARMACOLOGY,SCHOOLS OF MEDICINE,$454.966,$114.613,569579,17,VALHALLA,NEW YORK,10595,Y,NEW YORK MEDICAL COLLEGE,Domestic Higher Education,23.05.19,PA13-302
MOLECULAR MEDICINE,USF-Morsani,BCMP,513807,5R01GM127478-02,RPGs - Non SBIR/STTR,9765350,"BHAT, KRISHNA MOORTHI",2215913,Developmental genetics of neural stem cells,BIOCHEMISTRY,SCHOOLS OF MEDICINE,$200.000,$99.000,299000,14,TAMPA,FLORIDA,33612,Y,UNIVERSITY OF SOUTH FLORIDA COL OF MED,Domestic Higher Education,05.09.19,PA16-160
MOLECULAR MEDICINE,USF-Morsani,BCMP,513807,5R01NS091367-06,RPGs - Non SBIR/STTR,9670164,"BHAT, KRISHNA MOORTHI",2215913,Dissecting the Toxicity of Glial and Neuronal Expression of APP in the Brain,BIOCHEMISTRY,SCHOOLS OF MEDICINE,$155.518,$76.981,232499,14,TAMPA,FLORIDA,33612,Y,UNIVERSITY OF SOUTH FLORIDA COL OF MED,Domestic Higher Education,25.03.19,PA13-302
MOLECULAR MEDICINE,USF-Morsani,BCMP,513807,1R01AI149852-01,RPGs - Non SBIR/STTR,9907591,"CAI, JIANFENG",10250795,Novel polymer biomaterials combating C. difficile infection,BIOCHEMISTRY,SCHOOLS OF MEDICINE,$250.000,$123.750,373750,14,TAMPA,FLORIDA,33612,Y,UNIVERSITY OF SOUTH FLORIDA COL OF MED,Domestic Higher Education,23.09.19,PA19-056
MOLECULAR MEDICINE,USF-Morsani,BCMP,513807,2R01CA180758-07A1,RPGs - Non SBIR/STTR,9692967,"CHANDRAN, BALA",7673486,KSHV interactions with host nuclear innate response components,BIOCHEMISTRY,SCHOOLS OF MEDICINE,$237.500,$117.563,355063,14,TAMPA,FLORIDA,33612,Y,UNIVERSITY OF SOUTH FLORIDA COL OF MED,Domestic Higher Education,08.04.19,PA18-484
MOLECULAR MEDICINE,USF-Morsani,BCMP,513807,1R21AI147654-01,RPGs - Non SBIR/STTR,9839821,"CHEN, YU",8613704,Novel inhibitor discovery against Pseudomonas aeruginosa PBP3,BIOCHEMISTRY,SCHOOLS OF MEDICINE,$150.000,$74.250,224250,14,TAMPA,FLORIDA,33612,Y,UNIVERSITY OF SOUTH FLORIDA COL OF MED,Domestic Higher Education,28.06.19,PA18-489
MOLECULAR MEDICINE,USF-Morsani,BCMP,513807,5R01NS073899-09,RPGs - Non SBIR/STTR,9634962,"KANG, DAVID E",1892376,The hsp90 Cochaperone FKBP51 Regulates tau Structure and Function,BIOCHEMISTRY,SCHOOLS OF MEDICINE,$323.113,$159.941,483054,14,TAMPA,FLORIDA,33612,Y,UNIVERSITY OF SOUTH FLORIDA COL OF MED,Domestic Higher Education,17.12.18,PA13-302
MOLECULAR MEDICINE,USF-Morsani,BCMP,513807,5F31MH113403-03,Training - Individual,9786239,"MAHONEY, HEATHER",14336316,Gene-environment interactions in a novel schizophrenia model using DISC1 and Reelin gene mutations,BIOCHEMISTRY,SCHOOLS OF MEDICINE,$34.983,NA,34983,14,TAMPA,FLORIDA,33612,Y,UNIVERSITY OF SOUTH FLORIDA COL OF MED,Domestic Higher Education,04.09.19,PA16-308
MOLECULAR MEDICINE,USF-Morsani,BCMP,513807,1R03AI146909-01,RPGs - Non SBIR/STTR,9805771,"OUYANG, ZHIMING",10909330,Virulence-associated genes in the Lyme disease spirochete,BIOCHEMISTRY,SCHOOLS OF MEDICINE,$50.000,$24.750,74750,14,TAMPA,FLORIDA,33612,Y,UNIVERSITY OF SOUTH FLORIDA COL OF MED,Domestic Higher Education,18.06.19,PA18-488
MOLECULAR MEDICINE,USF-Morsani,BCMP,513807,1RF1AG061824-01,RPGs - Non SBIR/STTR,9673532,"PARENT, ANGELE",6720359,"APP-mediated signaling, sleep perturbations, and Alzheimers disease mouse models",BIOCHEMISTRY,SCHOOLS OF MEDICINE,$2.718.135,$807.527,3525662,14,TAMPA,FLORIDA,33612,Y,UNIVERSITY OF SOUTH FLORIDA COL OF MED,Domestic Higher Education,12.07.19,PAR18-497
MOLECULAR MEDICINE,USF-Morsani,BCMP,513807,5R01AI132711-03,RPGs - Non SBIR/STTR,9706719,"SUN, XINGMIN",8886352,Multivalent vaccines against Clostridium difficile infection,BIOCHEMISTRY,SCHOOLS OF MEDICINE,$273.296,$106.507,379803,14,TAMPA,FLORIDA,33612,Y,UNIVERSITY OF SOUTH FLORIDA COL OF MED,Domestic Higher Education,28.05.19,PA16-160
MOLECULAR PHARMACOLOGY AND PHYSIOLOGY,USF-Morsani,BCMP,513807,5R01GM120774-04,RPGs - Non SBIR/STTR,9690095,"BRESLIN, JEROME W",7693285,S1P-fluid therapy to reduce hemorrhagic shock & intoxication-induced injury,PHYSIOLOGY,SCHOOLS OF MEDICINE,$192.500,$95.288,287788,14,TAMPA,FLORIDA,33612,Y,UNIVERSITY OF SOUTH FLORIDA COL OF MED,Domestic Higher Education,29.04.19,PA13-302
MOLECULAR PHARMACOLOGY AND PHYSIOLOGY,USF-Morsani,BCMP,513807,7R01HL136139-03,RPGs - Non SBIR/STTR,9753627,"DAVIS, GEORGE E",1867466,Priming of vascular tube morphogenesis: Novel role for VEGF and downstreamRhoA activation,PHYSIOLOGY,SCHOOLS OF MEDICINE,$327.500,$61.875,389375,14,TAMPA,FLORIDA,33612,Y,UNIVERSITY OF SOUTH FLORIDA COL OF MED,Domestic Higher Education,14.02.19,PA18-590
MOLECULAR PHARMACOLOGY AND PHYSIOLOGY,USF-Morsani,BCMP,513807,7R01NS105721-02,RPGs - Non SBIR/STTR,9992077,"JACKSON, TRAVIS C",2434635,The Role of RNA Binding Motif 5 in Traumatic Brain Injury,PHYSIOLOGY,SCHOOLS OF MEDICINE,$218.750,$95.906,314656,14,TAMPA,FLORIDA,33612,Y,UNIVERSITY OF SOUTH FLORIDA COL OF MED,Domestic Higher Education,11.09.19,PA18-590
MOLECULAR PHARMACOLOGY AND PHYSIOLOGY,USF-Morsani,BCMP,513807,1R36AG062961-01,RPGs - Non SBIR/STTR,9726867,"JALLOH, AMADU",15549421,RICTOR dependent microglial polarization in aging,PHYSIOLOGY,SCHOOLS OF MEDICINE,$44.860,$22.206,67066,14,TAMPA,FLORIDA,33612,Y,UNIVERSITY OF SOUTH FLORIDA COL OF MED,Domestic Higher Education,12.04.19,PAR17-025
MOLECULAR PHARMACOLOGY AND PHYSIOLOGY,USF-Morsani,BCMP,513807,5U01DK116311-04,RPGs - Non SBIR/STTR,9769712,"KOLLARIK, MARIAN",8344500,Ionic and Structural Mechanisms for Sensory Neuromodulation of the Esophagus,PHYSIOLOGY,SCHOOLS OF MEDICINE,$175.000,$70.475,245475,14,TAMPA,FLORIDA,33612,Y,UNIVERSITY OF SOUTH FLORIDA COL OF MED,Domestic Higher Education,28.08.19,RFARM17-003
MOLECULAR PHARMACOLOGY AND PHYSIOLOGY,USF-Morsani,BCMP,513807,5R01DK110366-03,RPGs - Non SBIR/STTR,9785510,"KOLLARIK, MARIAN",8344500,Identification and activation mechanisms of vagal and spinal nociceptors in esophageal mucosa,PHYSIOLOGY,SCHOOLS OF MEDICINE,$296.719,$55.688,352407,14,TAMPA,FLORIDA,33612,Y,UNIVERSITY OF SOUTH FLORIDA COL OF MED,Domestic Higher Education,16.07.19,PA16-160
MOLECULAR PHARMACOLOGY AND PHYSIOLOGY,USF-Morsani,BCMP,513807,1R01HL142814-01A1,RPGs - Non SBIR/STTR,9735877,"LIU, RUISHENG",8559318,Role of tubuloglomerular feedback in the development of hypertension in diabetes,PHYSIOLOGY,SCHOOLS OF MEDICINE,$435.076,$168.373,603449,14,TAMPA,FLORIDA,33612,Y,UNIVERSITY OF SOUTH FLORIDA COL OF MED,Domestic Higher Education,17.04.19,PA18-484
MOLECULAR PHARMACOLOGY AND PHYSIOLOGY,USF-Morsani,BCMP,513807,5R01HL137987-02,RPGs - Non SBIR/STTR,9638572,"LIU, RUISHENG",8559318,Renal hemodynamics and hypertension during pregnancy,PHYSIOLOGY,SCHOOLS OF MEDICINE,$264.073,$123.750,387823,14,TAMPA,FLORIDA,33612,Y,UNIVERSITY OF SOUTH FLORIDA COL OF MED,Domestic Higher Education,27.01.19,PA16-160
MOLECULAR PHARMACOLOGY AND PHYSIOLOGY,USF-Morsani,BCMP,513807,5R21AG055080-02,RPGs - Non SBIR/STTR,9656920,"NASH, KEVIN RON",9096632,Therapeutic Agonist of CX3CR1 for Alzheimers Disease,PHYSIOLOGY,SCHOOLS OF MEDICINE,$195.956,$24.903,220859,14,TAMPA,FLORIDA,33612,Y,UNIVERSITY OF SOUTH FLORIDA COL OF MED,Domestic Higher Education,22.02.19,PA16-161
MOLECULAR PHARMACOLOGY AND PHYSIOLOGY,USF-Morsani,BCMP,513807,5R01HL129136-05,RPGs - Non SBIR/STTR,9676966,"NOUJAIM, SAMI FOUAD",10382330,Molecular Mechanisms for Atrial Fibrillation in Aging,PHYSIOLOGY,SCHOOLS OF MEDICINE,$250.000,$123.750,373750,14,TAMPA,FLORIDA,33612,Y,UNIVERSITY OF SOUTH FLORIDA COL OF MED,Domestic Higher Education,30.04.19,PA13-302
MOLECULAR PHARMACOLOGY AND PHYSIOLOGY,USF-Morsani,BCMP,513807,5R01EY027037-04,RPGs - Non SBIR/STTR,9780509,"PASSAGLIA, CHRISTOPHER L",1906459,Continuous Measurement and Control of Intraocular Pressure in Normal and Glaucomatous Eyes,PHYSIOLOGY,SCHOOLS OF MEDICINE,$250.000,$105.158,355158,14,TAMPA,FLORIDA,33612,Y,UNIVERSITY OF SOUTH FLORIDA COL OF MED,Domestic Higher Education,18.07.19,PA13-302
MOLECULAR PHARMACOLOGY AND PHYSIOLOGY,USF-Morsani,BCMP,513807,5R01DK110621-05,RPGs - Non SBIR/STTR,9712909,"RIEG, TIMO",10485484,Role of Renal and Intestinal AC6 and NHE3 for Phosphate Homeostasis,PHYSIOLOGY,SCHOOLS OF MEDICINE,$224.216,$110.987,335203,14,TAMPA,FLORIDA,33612,Y,UNIVERSITY OF SOUTH FLORIDA COL OF MED,Domestic Higher Education,05.06.19,PA13-302
MOLECULAR PHARMACOLOGY AND PHYSIOLOGY,USF-Morsani,BCMP,513807,1R01HL142905-01A1,RPGs - Non SBIR/STTR,9740356,"SCALLAN, JOSHUA PAUL",10818786,Pathways Regulating Lymphatic Vessel Permeability and Valve Formation,PHYSIOLOGY,SCHOOLS OF MEDICINE,$310.631,$153.762,464393,14,TAMPA,FLORIDA,33612,Y,UNIVERSITY OF SOUTH FLORIDA COL OF MED,Domestic Higher Education,21.05.19,PA18-484
MOLECULAR PHARMACOLOGY AND PHYSIOLOGY,USF-Morsani,BCMP,513807,1U01NS113868-01,RPGs - Non SBIR/STTR,9869446,"TAYLOR-CLARK, THOMAS EDWARD",8690952,Comparative mapping of functionally distinct visceral afferent nociceptive pathways,PHYSIOLOGY,SCHOOLS OF MEDICINE,$530.739,$235.272,766011,14,TAMPA,FLORIDA,33612,Y,UNIVERSITY OF SOUTH FLORIDA COL OF MED,Domestic Higher Education,24.09.19,RFARM19-001
MOLECULAR PHARMACOLOGY AND PHYSIOLOGY,USF-Morsani,BCMP,513807,5R01HL128411-05,RPGs - Non SBIR/STTR,9691975,"TOTARY-JAIN, HANA",8722421,"MicroRNA-Based, Cell-Selective Therapy for Coronary Artery Disease",PHYSIOLOGY,SCHOOLS OF MEDICINE,$250.000,$123.750,373750,14,TAMPA,FLORIDA,33612,Y,UNIVERSITY OF SOUTH FLORIDA COL OF MED,Domestic Higher Education,28.04.19,PA13-302
MOLECULAR PHARMACOLOGY AND PHYSIOLOGY,USF-Morsani,BCMP,513807,7U01CA225784-02,RPGs - Non SBIR/STTR,9914542,"WANG, LIANCHUN",8847221,Heparan Sulfate in Prostate Cancer,PHYSIOLOGY,SCHOOLS OF MEDICINE,$402.875,$158.778,561653,14,TAMPA,FLORIDA,33612,Y,UNIVERSITY OF SOUTH FLORIDA COL OF MED,Domestic Higher Education,12.08.19,PAR17-207
MOLECULAR PHARMACOLOGY AND PHYSIOLOGY,USF-Morsani,BCMP,513807,1R01AG059721-01A1,RPGs - Non SBIR/STTR,9738827,"WOO, JUNG A",12439217,Novel role of ?-arrestins in Tauopathy,PHYSIOLOGY,SCHOOLS OF MEDICINE,$250.000,$123.750,373750,14,TAMPA,FLORIDA,33612,Y,UNIVERSITY OF SOUTH FLORIDA COL OF MED,Domestic Higher Education,13.05.19,PA18-484
MOLECULAR PHARMACOLOGY AND PHYSIOLOGY,USF-Morsani,BCMP,513807,1R01HL145397-01,RPGs - Non SBIR/STTR,9643174,"YANG, YING",10458705,Molecular mechanisms enhancing lymphatic valve formation,PHYSIOLOGY,SCHOOLS OF MEDICINE,$250.000,$123.750,373750,14,TAMPA,FLORIDA,33612,Y,UNIVERSITY OF SOUTH FLORIDA COL OF MED,Domestic Higher Education,21.01.19,PA18-484
MOLECULAR PHARMACOLOGY AND PHYSIOLOGY,USF-Morsani,BCMP,513807,5R01GM097270-08,RPGs - Non SBIR/STTR,9690068,"YUAN, SARAH Y",7957512,Disintegrin Metalloprotease and Endothelial Dysfunction in Sepsis,PHYSIOLOGY,SCHOOLS OF MEDICINE,$190.000,$94.050,284050,14,TAMPA,FLORIDA,33612,Y,UNIVERSITY OF SOUTH FLORIDA COL OF MED,Domestic Higher Education,05.04.19,PA16-160
MOLECULAR PHARMACOLOGY AND PHYSIOLOGY,USF-Morsani,BCMP,513807,5R01HL126646-04,RPGs - Non SBIR/STTR,9686785,"YUAN, SARAH Y",7957512,Neutrophil Activation and Microvascular Hyperpermeability,PHYSIOLOGY,SCHOOLS OF MEDICINE,$250.000,$123.750,373750,14,TAMPA,FLORIDA,33612,Y,UNIVERSITY OF SOUTH FLORIDA COL OF MED,Domestic Higher Education,26.03.19,PA13-302
BIOCHEMISTRY,Emory,BCMP,2384501,1R01AI144067-01,RPGs - Non SBIR/STTR,9715590,"CONN, GRAEME L",9491612,dsRNA regulation of the cytosolic innate immune system,BIOCHEMISTRY,SCHOOLS OF MEDICINE,$250.000,$140.000,390000,5,ATLANTA,GEORGIA,30322,Y,EMORY UNIVERSITY SCHOOL OF MEDICINE,Domestic Higher Education,12.03.19,PA18-484
