department_name,school,harvard_equivalent,ORGANIZATION ID (IPF),PROJECT NUMBER,FUNDING MECHANISM,NIH REFERENCE,PI NAME,PI PERSON ID,PROJECT TITLE,NIH DEPT COMBINING NAME,NIH MC COMBINING NAME,DIRECT COST,INDIRECT COST,FUNDING,CONGRESSIONAL DISTRICT,CITY,STATE OR COUNTRY NAME,ZIP CODE,ATTRIBUTED TO MEDICAL SCHOOL,MEDICAL SCHOOL LOCATION,INSTITUTION TYPE,AWARD NOTICE DATE,FOA
BIOCHEMISTRY AND MOLECULAR BIOLOGY,MU South Carolina,BCMP,7575301,5R01GM115568-04,RPGs - Non SBIR/STTR,9533356,"OLSEN, SHAUN",10255135,Structural Biology of the Ubiquitin Conjugation System,BIOCHEMISTRY,SCHOOLS OF MEDICINE,197500,97763,295263,6,CHARLESTON,SOUTH CAROLINA,29425,Y,MED UNIV OF SOUTH CAROLINA COL OF MED,Domestic Higher Education,02.07.18,PA13-302
BIOCHEMISTRY AND MOLECULAR BIOLOGY,MU South Carolina,BCMP,7575301,5R01AR044719-19,RPGs - Non SBIR/STTR,9418020,"OSTROWSKI, MICHAEL C",1858162,MITF: Regulating Osteoclast Gene Expression and Function,BIOCHEMISTRY,SCHOOLS OF MEDICINE,330255,158618,488873,6,CHARLESTON,SOUTH CAROLINA,29425,Y,MED UNIV OF SOUTH CAROLINA COL OF MED,Domestic Higher Education,19.03.18,PA13-302
BIOCHEMISTRY AND MOLECULAR BIOLOGY,MU South Carolina,BCMP,7575301,5R21DE025920-02,RPGs - Non SBIR/STTR,9398117,"PALANISAMY, VISWANATHAN",8661961,Comprehensive Identification of FXR1 Targets Using pSILAC-BONCAT Proteomics,BIOCHEMISTRY,SCHOOLS OF MEDICINE,125000,61875,186875,6,CHARLESTON,SOUTH CAROLINA,29425,Y,MED UNIV OF SOUTH CAROLINA COL OF MED,Domestic Higher Education,15.12.17,PA13-303
BIOCHEMISTRY AND MOLECULAR BIOLOGY,MU South Carolina,BCMP,7575301,5R01AI107123-05,RPGs - Non SBIR/STTR,9378080,"TRAKTMAN, PAULA",1888968,Biogenesis of the Poxvirus Membrane,BIOCHEMISTRY,SCHOOLS OF MEDICINE,250000,123750,373750,6,CHARLESTON,SOUTH CAROLINA,29425,Y,MED UNIV OF SOUTH CAROLINA COL OF MED,Domestic Higher Education,24.10.17,PA14-078
BIOCHEMISTRY AND MOLECULAR BIOLOGY,MU South Carolina,BCMP,7575301,9R01GM131412-33A1,RPGs - Non SBIR/STTR,9595557,"TRAKTMAN, PAULA",1888968,Vaccina DNA Replication,BIOCHEMISTRY,SCHOOLS OF MEDICINE,250000,121825,371825,6,CHARLESTON,SOUTH CAROLINA,29425,Y,MED UNIV OF SOUTH CAROLINA COL OF MED,Domestic Higher Education,31.07.18,PA16-160
BIOCHEMISTRY AND MOLECULAR BIOLOGY,MU South Carolina,BCMP,7575301,5F30CA216921-02,Training - Individual,9529602,"WILLIAMS, KATELYN",14205220,"Investigation of Cdc34 Molecular Recognition by its Enzyme Partners, Uba1 and SCF Ligases.",BIOCHEMISTRY,SCHOOLS OF MEDICINE,46430,NA,46430,6,CHARLESTON,SOUTH CAROLINA,29425,Y,MED UNIV OF SOUTH CAROLINA COL OF MED,Domestic Higher Education,28.02.18,PA16-305
BIOCHEMISTRY AND MOLECULAR BIOLOGY,MU South Carolina,BCMP,7575301,5F31CA213627-02,Training - Individual,9429540,"WOOSLEY, ALEC",12357988,Mechanistic Understanding of ILEI-induced Metastatic Progression through LIFR/GP130 Receptor,BIOCHEMISTRY,SCHOOLS OF MEDICINE,41887,NA,41887,6,CHARLESTON,SOUTH CAROLINA,29425,Y,MED UNIV OF SOUTH CAROLINA COL OF MED,Domestic Higher Education,12.01.18,PA14-147
BIOCHEMISTRY AND MOLECULAR BIOLOGY,Rutgers New Jersey,BCMP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BIOCHEMISTRY AND MOLECULAR BIOLOGY,MC Georgia Augusta,BCMP,676605,5F31CA210612-03,Training - Individual,9523288,"JORDAN, ANDRE R",11291388,Role of SLC13A3 in Renal Cell Carcinoma,BIOCHEMISTRY,SCHOOLS OF MEDICINE,29664,NA,29664,12,AUGUSTA,GEORGIA,30912,Y,MEDICAL COLL OF GEORGIA SCH OF MEDICINE,Domestic Higher Education,08.08.18,PA14-148
BIOCHEMISTRY AND MOLECULAR BIOLOGY,MC Georgia Augusta,BCMP,676605,5R01HL124251-05,RPGs - Non SBIR/STTR,9528636,"KIM, IL-MAN",10200932,Beta-arrestin signaling and microRNA biogenesis in cardioprotection,BIOCHEMISTRY,SCHOOLS OF MEDICINE,250000,130000,380000,12,AUGUSTA,GEORGIA,30912,Y,MEDICAL COLL OF GEORGIA SCH OF MEDICINE,Domestic Higher Education,23.07.18,PA13-302
BIOCHEMISTRY AND MOLECULAR BIOLOGY,MC Georgia Augusta,BCMP,676605,5R01DK113409-02,RPGs - Non SBIR/STTR,9567165,"LI, HONGLIN",1894357,Essential role of the Ufm1 E3 ligase in intestinal homeostasis,BIOCHEMISTRY,SCHOOLS OF MEDICINE,225000,117000,342000,12,AUGUSTA,GEORGIA,30912,Y,MEDICAL COLL OF GEORGIA SCH OF MEDICINE,Domestic Higher Education,17.07.18,PA16-160
BIOCHEMISTRY AND MOLECULAR BIOLOGY,MC Georgia Augusta,BCMP,676605,5R01CA133085-09,RPGs - Non SBIR/STTR,9513439,"LIU, KEBIN",8034617,Role of IRF8 in Tumor Rejection and Suppression,BIOCHEMISTRY,SCHOOLS OF MEDICINE,202500,105300,307800,12,AUGUSTA,GEORGIA,30912,Y,MEDICAL COLL OF GEORGIA SCH OF MEDICINE,Domestic Higher Education,11.06.18,PA13-302
BIOCHEMISTRY AND MOLECULAR BIOLOGY,MC Georgia Augusta,BCMP,676605,5R01CA182518-05,RPGs - Non SBIR/STTR,9518552,"LIU, KEBIN",8034617,Role of NF-kB in Fas-mediated Apoptosis and Tumor Suppression,BIOCHEMISTRY,SCHOOLS OF MEDICINE,207500,107900,315400,12,AUGUSTA,GEORGIA,30912,Y,MEDICAL COLL OF GEORGIA SCH OF MEDICINE,Domestic Higher Education,10.07.18,PA13-302
BIOCHEMISTRY AND MOLECULAR BIOLOGY,MC Georgia Augusta,BCMP,676605,1R01CA227277-01A1,RPGs - Non SBIR/STTR,9607436,"LOKESHWAR, VINATA B",1917879,Novel Biomarkers for the Clinical Management of Bladder Cancer,BIOCHEMISTRY,SCHOOLS OF MEDICINE,311978,154233,466211,12,AUGUSTA,GEORGIA,30912,Y,MEDICAL COLL OF GEORGIA SCH OF MEDICINE,Domestic Higher Education,12.07.18,PA16-160
BIOCHEMISTRY AND MOLECULAR BIOLOGY,MC Georgia Augusta,BCMP,676605,5R01CA176691-05,RPGs - Non SBIR/STTR,9403215,"LOKESHWAR, VINATA B",1917879,Dietary Combination For Prevention of Metastatic Renal Cell Carcinoma,BIOCHEMISTRY,SCHOOLS OF MEDICINE,224381,116678,341059,12,AUGUSTA,GEORGIA,30912,Y,MEDICAL COLL OF GEORGIA SCH OF MEDICINE,Domestic Higher Education,28.11.17,PA11-260
BIOCHEMISTRY AND MOLECULAR BIOLOGY,MC Georgia Augusta,BCMP,676605,5R01EY022704-05,RPGs - Non SBIR/STTR,9406124,"MARTIN, PAMELA M",8630713,"Molecular basis of inflammation in retina, and novel strategies for limiting it",BIOCHEMISTRY,SCHOOLS OF MEDICINE,282500,125000,407500,12,AUGUSTA,GEORGIA,30912,Y,MEDICAL COLL OF GEORGIA SCH OF MEDICINE,Domestic Higher Education,26.12.17,PA11-260
BIOCHEMISTRY AND MOLECULAR BIOLOGY,MC Georgia Augusta,BCMP,676605,5R01AI103267-05,RPGs - Non SBIR/STTR,9391165,"THOMPSON, STUART A",1932218,Coordinated stationary phase control of Campylobacter motility and biofilm,BIOCHEMISTRY,SCHOOLS OF MEDICINE,2e+05,1e+05,300000,12,AUGUSTA,GEORGIA,30912,Y,MEDICAL COLL OF GEORGIA SCH OF MEDICINE,Domestic Higher Education,29.11.17,PA11-260
BIOCHEMISTRY AND MOLECULAR BIOLOGY,MC Georgia Augusta,BCMP,676605,5R01CA215523-02,RPGs - Non SBIR/STTR,9444417,"ZHOU, GANG",10217206,Chemotherapy-induced MDSCs and antitumor immunity,BIOCHEMISTRY,SCHOOLS OF MEDICINE,228750,118950,347700,12,AUGUSTA,GEORGIA,30912,Y,MEDICAL COLL OF GEORGIA SCH OF MEDICINE,Domestic Higher Education,02.03.18,PA16-160
BIOCHEMISTRY AND MOLECULAR BIOLOGY,UT Medical Branch,BCMP,578406,1R01AI137332-01,RPGs - Non SBIR/STTR,9499688,"BRAUN, WERNER A",8150142,Mosaic Immunogens as Multivalent Alphavirus Vaccines,BIOCHEMISTRY,SCHOOLS OF MEDICINE,300229,173883,474112,14,GALVESTON,TEXAS,77555,Y,UNIV OF TX MED BR/MED SCH AT GALVESTON,Domestic Higher Education,20.08.18,PA16-160
BIOCHEMISTRY AND MOLECULAR BIOLOGY,UT Medical Branch,BCMP,578406,2R01AI087856-06A1,RPGs - Non SBIR/STTR,9457698,"CHOI, KYUNG H",9076576,MECHANISM OF RNA SYNTHESIS AND 5-CAPPING BY DENGUE VIRUS NS5 POLYMERASE,BIOCHEMISTRY,SCHOOLS OF MEDICINE,284100,118115,402215,14,GALVESTON,TEXAS,77555,Y,UNIV OF TX MED BR/MED SCH AT GALVESTON,Domestic Higher Education,09.02.18,PA16-160
BIOCHEMISTRY AND MOLECULAR BIOLOGY,UT Medical Branch,BCMP,578406,1R21AI137627-01,RPGs - Non SBIR/STTR,9508705,"CHOI, KYUNG H",9076576,Genome recognition by Zika virus NS5,BIOCHEMISTRY,SCHOOLS OF MEDICINE,150000,86125,236125,14,GALVESTON,TEXAS,77555,Y,UNIV OF TX MED BR/MED SCH AT GALVESTON,Domestic Higher Education,07.02.18,PA17-085
BIOCHEMISTRY AND MOLECULAR BIOLOGY,UT Medical Branch,BCMP,578406,1R03CA223893-01,RPGs - Non SBIR/STTR,9443442,"JI, PING",10712911,Characterization of Ras/Akt/CFIm25/APA signaling in Glioblastoma Development and Progression,BIOCHEMISTRY,SCHOOLS OF MEDICINE,50000,28875,78875,14,GALVESTON,TEXAS,77555,Y,UNIV OF TX MED BR/MED SCH AT GALVESTON,Domestic Higher Education,05.06.18,PAR16-416
BIOCHEMISTRY AND MOLECULAR BIOLOGY,UT Medical Branch,BCMP,578406,5R01HL135031-02,RPGs - Non SBIR/STTR,9407186,"KUYUMCU-MARTINEZ, MUGE NESLIHAN",8090244,Role of Rbfox2 in hypoplastic left heart syndrome,BIOCHEMISTRY,SCHOOLS OF MEDICINE,259753,119626,379379,14,GALVESTON,TEXAS,77555,Y,UNIV OF TX MED BR/MED SCH AT GALVESTON,Domestic Higher Education,05.01.18,PA13-302
BIOCHEMISTRY AND MOLECULAR BIOLOGY,UT Medical Branch,BCMP,578406,5R01GM037657-26,RPGs - Non SBIR/STTR,9501718,"PETTITT, BERNARD MONTGOMERY",1896605,Protein Interfaces: Aggregation and Solubility,BIOCHEMISTRY,SCHOOLS OF MEDICINE,197500,102108,299608,14,GALVESTON,TEXAS,77555,Y,UNIV OF TX MED BR/MED SCH AT GALVESTON,Domestic Higher Education,28.05.18,PA13-302
BIOCHEMISTRY AND MOLECULAR BIOLOGY,UT Medical Branch,BCMP,578406,1R01GM126087-01,RPGs - Non SBIR/STTR,9420794,"PRAKASH, LOUISE",1863393,Structure and function of DNA polymerase lambda opposite DNA lesions which disrupt Watson-Crick base pairing,BIOCHEMISTRY,SCHOOLS OF MEDICINE,2e+05,62715,262715,14,GALVESTON,TEXAS,77555,Y,UNIV OF TX MED BR/MED SCH AT GALVESTON,Domestic Higher Education,18.12.17,PA16-160
BIOCHEMISTRY AND MOLECULAR BIOLOGY,UT Medical Branch,BCMP,578406,5R01ES022948-05,RPGs - Non SBIR/STTR,9441814,"PRAKASH, LOUISE",1863393,Role of cohesin in lesion bypass in DNA damaged human cells,BIOCHEMISTRY,SCHOOLS OF MEDICINE,261460,81813,343273,14,GALVESTON,TEXAS,77555,Y,UNIV OF TX MED BR/MED SCH AT GALVESTON,Domestic Higher Education,14.02.18,PA11-260
BIOCHEMISTRY AND MOLECULAR BIOLOGY,UT Medical Branch,BCMP,578406,5R01CA200575-03,RPGs - Non SBIR/STTR,9378098,"PRAKASH, SATYA",1894199,Genetic and molecular mechanisms of replication of araC damaged DNA,BIOCHEMISTRY,SCHOOLS OF MEDICINE,332643,70758,403401,14,GALVESTON,TEXAS,77555,Y,UNIV OF TX MED BR/MED SCH AT GALVESTON,Domestic Higher Education,16.11.17,PA13-302
BIOCHEMISTRY AND MOLECULAR BIOLOGY,UT Medical Branch,BCMP,578406,1R01GM129689-01,RPGs - Non SBIR/STTR,9582965,"PRAKASH, SATYA",1894199,"Roles of DNA polymerases delta and epsilon in replication, repair, and genomic fidelity",BIOCHEMISTRY,SCHOOLS OF MEDICINE,2e+05,115833,315833,14,GALVESTON,TEXAS,77555,Y,UNIV OF TX MED BR/MED SCH AT GALVESTON,Domestic Higher Education,07.08.18,PA16-160
BIOCHEMISTRY AND MOLECULAR BIOLOGY,UT Medical Branch,BCMP,578406,1R21AI135606-01A1,RPGs - Non SBIR/STTR,9529871,"RAJARATHNAM, KRISHNA",6449373,Engineered chemokines as therapeutics for bacterial infections,BIOCHEMISTRY,SCHOOLS OF MEDICINE,150000,86000,236000,14,GALVESTON,TEXAS,77555,Y,UNIV OF TX MED BR/MED SCH AT GALVESTON,Domestic Higher Education,17.01.18,PA16-161
BIOCHEMISTRY AND MOLECULAR BIOLOGY,UT Medical Branch,BCMP,578406,5R01GM112131-05,RPGs - Non SBIR/STTR,9507882,"ROWICKA-KUDLICKA, MALGORZATA",10387773,Decoding gemome instability by combining accurate mapping and predictive modeling,BIOCHEMISTRY,SCHOOLS OF MEDICINE,225000,123750,348750,14,GALVESTON,TEXAS,77555,Y,UNIV OF TX MED BR/MED SCH AT GALVESTON,Domestic Higher Education,25.06.18,PA13-302
BIOCHEMISTRY AND MOLECULAR BIOLOGY,UT Medical Branch,BCMP,578406,5R01GM112044-04,RPGs - Non SBIR/STTR,9441803,"SADYGOV, ROVSHAN G",9746221,Data-Driven Models of the Dynamic Proteome in NAFLD,BIOCHEMISTRY,SCHOOLS OF MEDICINE,244460,68200,312660,14,GALVESTON,TEXAS,77555,Y,UNIV OF TX MED BR/MED SCH AT GALVESTON,Domestic Higher Education,20.02.18,PA13-302
BIOCHEMISTRY AND MOLECULAR BIOLOGY,UT Medical Branch,BCMP,578406,5R01DK104786-04,RPGs - Non SBIR/STTR,9414028,"SRIVASTAVA, SATISH K",1880367,Role of Aldose Reductase in Diabetic Complications,BIOCHEMISTRY,SCHOOLS OF MEDICINE,281715,154943,436658,14,GALVESTON,TEXAS,77555,Y,UNIV OF TX MED BR/MED SCH AT GALVESTON,Domestic Higher Education,03.01.18,PA13-302
PHYSIOLOGY AND BIOPHYSICS,Renaissance Stony Brook,BCMP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BIOCHEMISTRY AND MOLECULAR BIOLOGY,Florida,BCMP,513806,5R01GM121862-02,RPGs - Non SBIR/STTR,9539636,"BERGLUND, ANDREW",1925963,Determining the factors that control dose-dependent splicing regulation by a master regulator,BIOCHEMISTRY,SCHOOLS OF MEDICINE,290557,117416,407973,3,GAINESVILLE,FLORIDA,32611,Y,UNIVERSITY OF FLORIDA COL OF MEDICINE,Domestic Higher Education,25.04.18,PA16-160
BIOCHEMISTRY AND MOLECULAR BIOLOGY,Florida,BCMP,513806,3R01GM121862-02S1,RPGs - Non SBIR/STTR,9694053,"BERGLUND, ANDREW",1925963,Determining the factors that control dose-dependent splicing regulation by a master regulator,BIOCHEMISTRY,SCHOOLS OF MEDICINE,21216,11138,32354,3,GAINESVILLE,FLORIDA,32611,Y,UNIVERSITY OF FLORIDA COL OF MEDICINE,Domestic Higher Education,22.06.18,PA18-586
BIOCHEMISTRY AND MOLECULAR BIOLOGY,Florida,BCMP,513806,3R01GM121862-02S2,RPGs - Non SBIR/STTR,9707068,"BERGLUND, ANDREW",1925963,Determining the factors that control dose-dependent splicing regulation by a master regulator,BIOCHEMISTRY,SCHOOLS OF MEDICINE,250000,NA,250000,3,GAINESVILLE,FLORIDA,32611,Y,UNIVERSITY OF FLORIDA COL OF MEDICINE,Domestic Higher Education,19.09.18,PA18-591
BIOCHEMISTRY AND MOLECULAR BIOLOGY,Florida,BCMP,513806,1R03AI135579-01A1,RPGs - Non SBIR/STTR,9599770,"BLOOM, LINDA B",1879381,Dissecting the Mechanism of a Phage-encoded Clamp Loader Inhibitor,BIOCHEMISTRY,SCHOOLS OF MEDICINE,50000,26250,76250,3,GAINESVILLE,FLORIDA,32611,Y,UNIVERSITY OF FLORIDA COL OF MEDICINE,Domestic Higher Education,22.05.18,PA16-162
BIOCHEMISTRY AND MOLECULAR BIOLOGY,Florida,BCMP,513806,1R56DK111439-01A1,RPGs - Non SBIR/STTR,9696536,"BUNGERT, JORG",1859481,Functional proteomic and genomic analysis of transcription factor TFII-I in erythroid cells,BIOCHEMISTRY,SCHOOLS OF MEDICINE,67660,32340,100000,3,GAINESVILLE,FLORIDA,32611,Y,UNIVERSITY OF FLORIDA COL OF MEDICINE,Domestic Higher Education,04.07.18,PAS15-168
BIOCHEMISTRY AND MOLECULAR BIOLOGY,Florida,BCMP,513806,4R00ES026191-02,RPGs - Non SBIR/STTR,9732777,"CAGLAYAN, MELIKE",12552053,Oxidant and environmental toxicant-induced effects compromise ligation in DNA repair,BIOCHEMISTRY,SCHOOLS OF MEDICINE,169091,79909,249000,3,GAINESVILLE,FLORIDA,32611,Y,UNIVERSITY OF FLORIDA COL OF MEDICINE,Domestic Higher Education,14.08.18,PA15-083
BIOCHEMISTRY AND MOLECULAR BIOLOGY,Florida,BCMP,513806,5R01CA203565-04,RPGs - Non SBIR/STTR,9519990,"KILBERG, MICHAEL S",1898677,Nutritional Control of Cancer Cell Function by Amino Acids,BIOCHEMISTRY,SCHOOLS OF MEDICINE,228750,114375,343125,3,GAINESVILLE,FLORIDA,32611,Y,UNIVERSITY OF FLORIDA COL OF MEDICINE,Domestic Higher Education,31.07.18,PA13-302
BIOCHEMISTRY AND MOLECULAR BIOLOGY,Florida,BCMP,513806,8R25GM129211-03,Other Research-Related,9527890,"KOROLY, MARY JO",1901331,Collaborating to Advance Teaching and Learning of Science Educators and Students (CATALySES),BIOCHEMISTRY,SCHOOLS OF MEDICINE,241560,19325,260885,3,GAINESVILLE,FLORIDA,32611,Y,UNIVERSITY OF FLORIDA COL OF MEDICINE,Domestic Higher Education,07.09.18,PAR14-228
BIOCHEMISTRY AND MOLECULAR BIOLOGY,Florida,BCMP,513806,5R01DK105346-03,RPGs - Non SBIR/STTR,9520104,"MERRITT, MATTHEW E",2094824,Imaging Hepatic Gluconeogenesis with Hyperpolarized Dihydroxyacetone,BIOCHEMISTRY,SCHOOLS OF MEDICINE,255705,86912,342617,3,GAINESVILLE,FLORIDA,32611,Y,UNIVERSITY OF FLORIDA COL OF MEDICINE,Domestic Higher Education,25.07.18,PA13-302
BIOCHEMISTRY AND MOLECULAR BIOLOGY,Florida,BCMP,513806,5R00CA190886-05,RPGs - Non SBIR/STTR,9548605,"XIE, MINGYI",10892809,Noncanonical microRNA biogenesis and function in a gamma herpesvirus and mammals,BIOCHEMISTRY,SCHOOLS OF MEDICINE,177130,66743,243873,3,GAINESVILLE,FLORIDA,32611,Y,UNIVERSITY OF FLORIDA COL OF MEDICINE,Domestic Higher Education,31.08.18,PA14-042
BIOCHEMISTRY AND MOLECULAR BIOLOGY,Florida,BCMP,513806,1R35GM128753-01,RPGs - Non SBIR/STTR,9575042,"XIE, MINGYI",10892809,RNA metabolism mediated by the Integrator complex,BIOCHEMISTRY,SCHOOLS OF MEDICINE,250000,125314,375314,3,GAINESVILLE,FLORIDA,32611,Y,UNIVERSITY OF FLORIDA COL OF MEDICINE,Domestic Higher Education,13.08.18,PAR17-190
PHARMACOLOGY AND THERAPEUTICS,Florida,BCMP,513806,5R00CA178191-05,RPGs - Non SBIR/STTR,9547311,"GURYANOVA, OLGA A",10335563,Biologic and therapeutic relevance of DNMT3A mutations in acute myeloid leukemia,PHARMACOLOGY,SCHOOLS OF MEDICINE,169590,83381,252971,3,GAINESVILLE,FLORIDA,32611,Y,UNIVERSITY OF FLORIDA COL OF MEDICINE,Domestic Higher Education,31.08.18,PA11-197
PHARMACOLOGY AND THERAPEUTICS,Florida,BCMP,513806,1R01NS108781-01,RPGs - Non SBIR/STTR,9616643,"HARRISON, JEFFREY K",1911573,Targeting CCR2-expressing myeloid cells to overcome immune checkpoint inhibitor resistance in glioma,PHARMACOLOGY,SCHOOLS OF MEDICINE,246006,129153,375159,3,GAINESVILLE,FLORIDA,32611,Y,UNIVERSITY OF FLORIDA COL OF MEDICINE,Domestic Higher Education,01.09.18,PA16-160
PHARMACOLOGY AND THERAPEUTICS,Florida,BCMP,513806,5R00DA038069-04,RPGs - Non SBIR/STTR,9422686,"LEVITT, ERICA SAWYER",8429397,Opioid effects on respiratory-controlling pontine neurons,PHARMACOLOGY,SCHOOLS OF MEDICINE,163279,85721,249000,3,GAINESVILLE,FLORIDA,32611,Y,UNIVERSITY OF FLORIDA COL OF MEDICINE,Domestic Higher Education,24.01.18,PA14-042
PHARMACOLOGY AND THERAPEUTICS,Florida,BCMP,513806,5R01DC009606-10,RPGs - Non SBIR/STTR,9456722,"MARTENS, JEFFREY",7354000,"Olfactory Signaling, Cilia, and Sensory Disorders",PHARMACOLOGY,SCHOOLS OF MEDICINE,334956,102029,436985,3,GAINESVILLE,FLORIDA,32611,Y,UNIVERSITY OF FLORIDA COL OF MEDICINE,Domestic Higher Education,16.05.18,PA11-260
PHARMACOLOGY AND THERAPEUTICS,Florida,BCMP,513806,1T32DC015994-01A1,Training - Institutional,9489603,"MUNGER, STEVEN D",6293772,Training Program in Chemosensory Science,PHARMACOLOGY,SCHOOLS OF MEDICINE,79026,4692,83718,3,GAINESVILLE,FLORIDA,32611,Y,UNIVERSITY OF FLORIDA COL OF MEDICINE,Domestic Higher Education,24.04.18,PA16-152
PHARMACOLOGY AND THERAPEUTICS,Florida,BCMP,513806,5R01GM057481-15,RPGs - Non SBIR/STTR,9388997,"PAPKE, ROGER L",1861802,Targeting of alpha7 nAChR for therapeutic effects,PHARMACOLOGY,SCHOOLS OF MEDICINE,301809,118690,420499,3,GAINESVILLE,FLORIDA,32611,Y,UNIVERSITY OF FLORIDA COL OF MEDICINE,Domestic Higher Education,07.11.17,PA13-302
PHARMACOLOGY AND THERAPEUTICS,Florida,BCMP,513806,2R01DC009100-16A1,RPGs - Non SBIR/STTR,9594836,"SWEENEY, H LEE",1888746,Structure and Function of Myosin VI,PHARMACOLOGY,SCHOOLS OF MEDICINE,242250,124688,366938,3,GAINESVILLE,FLORIDA,32611,Y,UNIVERSITY OF FLORIDA COL OF MEDICINE,Domestic Higher Education,13.07.18,PA16-160
PHARMACOLOGY AND THERAPEUTICS,Florida,BCMP,513806,5U54AR052646-14,Research Centers,9535182,"SWEENEY, H LEE",1888746,"FAILED REGENERATION IN THE MUSCULAR DYSTROPHIES: INFLAMMATION, FIBROSIS AND FAT",PHARMACOLOGY,SCHOOLS OF MEDICINE,1218047,295304,1513351,3,GAINESVILLE,FLORIDA,32611,Y,UNIVERSITY OF FLORIDA COL OF MEDICINE,Domestic Higher Education,14.08.18,RFAAR15-002
PHARMACOLOGY AND THERAPEUTICS,Florida,BCMP,513806,5R01DA038598-05,RPGs - Non SBIR/STTR,9506725,"TORRES, GONZALO E",6676169,Regulation of Dopamine Transporter Function by G Protein Beta-Gamma Subunits,PHARMACOLOGY,SCHOOLS OF MEDICINE,304477,102197,406674,3,GAINESVILLE,FLORIDA,32611,Y,UNIVERSITY OF FLORIDA COL OF MEDICINE,Domestic Higher Education,28.06.18,PA13-302
PHARMACOLOGY AND THERAPEUTICS,Florida,BCMP,513806,5R25NS076414-06,Other Research-Related,9411138,"TORRES, GONZALO E",6676169,National Institute for Mentoring Early Minority Faculty in Neuroscience,PHARMACOLOGY,SCHOOLS OF MEDICINE,275439,22035,218700,3,GAINESVILLE,FLORIDA,32611,Y,UNIVERSITY OF FLORIDA COL OF MEDICINE,Domestic Higher Education,13.12.17,PAR11-010
PHARMACOLOGY AND THERAPEUTICS,Florida,BCMP,513806,5R01DC014443-04,RPGs - Non SBIR/STTR,9527813,"WESSON, DANIEL WAYNE",9643974,INTER-REGIONAL CODING OF ODOR VALENCE BY NEURAL ENSEMBLES,PHARMACOLOGY,SCHOOLS OF MEDICINE,212500,111563,324063,3,GAINESVILLE,FLORIDA,32611,Y,UNIVERSITY OF FLORIDA COL OF MEDICINE,Domestic Higher Education,11.06.18,PA13-302
PHARMACOLOGY AND THERAPEUTICS,Florida,BCMP,513806,3R01DC014443-04S1,RPGs - Non SBIR/STTR,9696596,"WESSON, DANIEL WAYNE",9643974,Inter-Regional Coding of Odor Valence by Neural Ensembles,PHARMACOLOGY,SCHOOLS OF MEDICINE,59040,30996,90036,3,GAINESVILLE,FLORIDA,32611,Y,UNIVERSITY OF FLORIDA COL OF MEDICINE,Domestic Higher Education,14.06.18,PA18-586
PHARMACOLOGY AND THERAPEUTICS,Florida,BCMP,513806,3R01DC014443-04S2,RPGs - Non SBIR/STTR,9706194,"WESSON, DANIEL WAYNE",9643974,INTER-REGIONAL CODING OF ODOR VALENCE BY NEURAL ENSEMBLES,PHARMACOLOGY,SCHOOLS OF MEDICINE,317500,101456,418956,3,GAINESVILLE,FLORIDA,32611,Y,UNIVERSITY OF FLORIDA COL OF MEDICINE,Domestic Higher Education,16.08.18,PA18-591
PHARMACOLOGY AND THERAPEUTICS,Florida,BCMP,513806,5F31DC016202-03,Training - Individual,9525595,"WHITE, KATE",14522082,Functional role of an olfactory corticostriatal pathway,PHARMACOLOGY,SCHOOLS OF MEDICINE,28524,NA,28524,3,GAINESVILLE,FLORIDA,32611,Y,UNIVERSITY OF FLORIDA COL OF MEDICINE,Domestic Higher Education,11.06.18,PA16-309
BIOCHEMISTRY AND MOLECULAR BIOL,Oklahoma,BCMP,1524003,5R01GM118599-03,RPGs - Non SBIR/STTR,9532219,"HAYS, FRANKLIN ALAN",8498313,Deciphering ShcA-mediated ROS Production as a Novel Intervention Strategy in Diabetes Therapy,BIOCHEMISTRY,SCHOOLS OF MEDICINE,192500,90005,282505,5,OKLAHOMA CITY,OKLAHOMA,73117,Y,UNIVERSITY OF OKLAHOMA COLLEGE OF MED,Domestic Higher Education,31.07.18,PA13-302
BIOCHEMISTRY AND MOLECULAR BIOL,Oklahoma,BCMP,1524003,5F30HL134210-02,Training - Individual,9555815,"HOOVER, CHRISTOPHER MICHAEL",14297063,Role of Neural Podoplanin-Activated Platelets in Vascular Development in the Brain,BIOCHEMISTRY,SCHOOLS OF MEDICINE,32773,NA,32773,5,OKLAHOMA CITY,OKLAHOMA,73117,Y,UNIVERSITY OF OKLAHOMA COLLEGE OF MED,Domestic Higher Education,02.08.18,PA16-306
BIOCHEMISTRY AND MOLECULAR BIOL,Oklahoma,BCMP,1524003,5R01GM104251-07,RPGs - Non SBIR/STTR,9545801,"PIOSZAK, AUGEN A",10756726,RAMP-altered class B GPCR hormone recognition,BIOCHEMISTRY,SCHOOLS OF MEDICINE,225000,104875,329875,5,OKLAHOMA CITY,OKLAHOMA,73117,Y,UNIVERSITY OF OKLAHOMA COLLEGE OF MED,Domestic Higher Education,30.08.18,PA16-160
